sensor_id,aircraft_id,event_timestamp,sensor_type,sensor_value,unit,anomaly_status
SN000032382,AC00333,2026-06-01 14:07:00,Vibration,5.21,mm/s,Normal
SN000032383,AC01168,2026-03-06 18:17:00,FuelFlow,1524.33,kg/h,Normal
SN000032384,AC00438,2026-03-23 02:50:00,CabinPressure,7.99,psi,Normal
SN000032385,AC00646,2026-05-09 03:10:00,HydraulicPressure,2710.15,psi,Normal
SN000032386,AC00162,2026-05-23 18:08:00,FuelFlow,2999.56,kg/h,Normal
SN000032387,AC00571,2026-01-05 05:28:00,FuelFlow,2406.04,kg/h,Normal
SN000032388,AC00963,2026-02-09 01:24:00,OilPressure,71.14,psi,Normal
SN000032389,AC00354,2026-06-12 01:13:00,FuelFlow,2690.81,kg/h,Normal
SN000032390,AC00631,2026-01-17 13:40:00,EngineTemp,95.52,C,Normal
SN000032391,AC00446,2026-05-02 17:20:00,HydraulicPressure,1985.28,psi,Normal
SN000032392,AC00606,2026-05-14 01:37:00,CabinPressure,8.08,psi,Normal
SN000032393,AC00048,2026-01-21 06:31:00,CabinPressure,7.43,psi,Normal
SN000032394,AC00206,2026-03-03 14:10:00,Vibration,4.88,mm/s,Normal
SN000032395,AC01044,2026-05-29 02:40:00,OilPressure,66.84,psi,Normal
SN000032396,AC00287,2026-04-01 07:50:00,HydraulicPressure,1853.65,psi,Warning
SN000032397,AC00925,2026-06-24 12:27:00,Vibration,1.68,mm/s,Normal
SN000032398,AC00108,2026-01-01 11:44:00,EngineTemp,106.77,C,Normal
SN000032399,AC00043,2026-05-30 18:03:00,Vibration,7.5,mm/s,Normal
SN000032400,AC00550,2026-03-04 07:42:00,Vibration,0.92,mm/s,Warning
SN000032401,AC00758,2026-05-18 01:24:00,FuelFlow,2909.97,kg/h,Normal
SN000032402,AC01151,2026-04-22 21:26:00,HydraulicPressure,2810.09,psi,Normal
SN000032403,AC00804,2026-04-21 09:46:00,CabinPressure,7.76,psi,Normal
SN000032404,AC00992,2026-01-15 23:40:00,Vibration,2.35,mm/s,Normal
SN000032405,AC00807,2026-05-09 18:17:00,EngineTemp,94.3,C,Normal
SN000032406,AC00245,2026-04-01 20:20:00,Vibration,2.74,mm/s,Normal
SN000032407,AC00069,2026-05-01 00:26:00,EngineTemp,97.18,C,Normal
SN000032408,AC01149,2026-02-15 20:59:00,HydraulicPressure,2081.76,psi,Normal
SN000032409,AC00941,2026-02-14 15:26:00,OilPressure,73.94,psi,Normal
SN000032410,AC00283,2026-01-31 18:02:00,OilPressure,33.43,psi,Warning
SN000032411,AC00091,2026-02-14 06:06:00,OilPressure,43.08,psi,Normal
SN000032412,AC00440,2026-06-28 15:46:00,OilPressure,72.67,psi,Normal
SN000032413,AC01010,2026-01-05 02:02:00,Vibration,5.97,mm/s,Normal
SN000032414,AC00203,2026-06-08 03:27:00,CabinPressure,8.13,psi,Normal
SN000032415,AC01073,2026-02-06 18:27:00,EngineTemp,98.36,C,Normal
SN000032416,AC00317,2026-02-11 04:51:00,Vibration,7.95,mm/s,Normal
SN000032417,AC00566,2026-03-19 00:54:00,CabinPressure,7.61,psi,Normal
SN000032418,AC01032,2026-06-11 16:38:00,FuelFlow,548.56,kg/h,Normal
SN000032419,AC00112,2026-01-01 17:19:00,EngineTemp,93.89,C,Normal
SN000032420,AC00501,2026-05-28 06:06:00,HydraulicPressure,3014.75,psi,Normal
SN000032421,AC00017,2026-03-06 20:54:00,OilPressure,49.87,psi,Normal
SN000032422,AC00340,2026-07-02 06:13:00,OilPressure,83.08,psi,Normal
SN000032423,AC00935,2026-01-05 02:27:00,EngineTemp,86.1,C,Normal
SN000032424,AC00364,2026-02-11 21:52:00,Vibration,1.07,mm/s,Normal
SN000032425,AC00309,2026-01-07 23:41:00,CabinPressure,7.36,psi,Normal
SN000032426,AC00742,2026-03-18 16:15:00,Vibration,3.81,mm/s,Normal
SN000032427,AC00814,2026-04-26 00:05:00,OilPressure,68.19,psi,Normal
SN000032428,AC00463,2026-03-21 18:40:00,HydraulicPressure,1839.28,psi,Warning
SN000032429,AC01173,2026-03-13 04:38:00,CabinPressure,7.45,psi,Normal
SN000032430,AC00368,2026-06-09 22:26:00,Vibration,0.6,mm/s,Normal
SN000032431,AC00018,2026-06-13 08:20:00,HydraulicPressure,2882.21,psi,Normal
SN000032432,AC00753,2026-03-07 03:38:00,OilPressure,112.93,psi,Critical
SN000032433,AC00852,2026-01-10 23:47:00,EngineTemp,112.38,C,Normal
SN000032434,AC00828,2026-03-14 12:26:00,Vibration,2.37,mm/s,Normal
SN000032435,AC00505,2026-03-14 19:10:00,EngineTemp,84.6,C,Normal
SN000032436,AC00944,2026-02-15 12:15:00,OilPressure,27.3,psi,Normal
SN000032437,AC00704,2026-06-24 11:35:00,FuelFlow,2725.42,kg/h,Normal
SN000032438,AC01037,2026-05-10 01:49:00,OilPressure,39.72,psi,Normal
SN000032439,AC00576,2026-03-13 11:19:00,Vibration,2.74,mm/s,Normal
SN000032440,AC00689,2026-03-23 06:45:00,CabinPressure,8.52,psi,Normal
SN000032441,AC01076,2026-03-20 04:49:00,HydraulicPressure,2115.84,psi,Normal
SN000032442,AC00545,2026-06-28 04:37:00,Vibration,5.86,mm/s,Normal
SN000032443,AC00214,2026-01-25 11:21:00,HydraulicPressure,2990.5,psi,Normal
SN000032444,AC00304,2026-04-27 08:48:00,HydraulicPressure,2233.61,psi,Normal
SN000032445,AC00872,2026-04-04 07:38:00,FuelFlow,3026.31,kg/h,Normal
SN000032446,AC00005,2026-06-06 15:50:00,OilPressure,27.95,psi,Normal
SN000032447,AC01040,2026-01-17 04:30:00,HydraulicPressure,2273.37,psi,Normal
SN000032448,AC00495,2026-05-26 11:07:00,EngineTemp,105.41,C,Normal
SN000032449,AC00452,2026-04-11 05:43:00,Vibration,6.8,mm/s,Normal
SN000032450,AC00523,2026-03-17 21:03:00,HydraulicPressure,2947.03,psi,Normal
SN000032451,AC00631,2026-04-04 11:45:00,OilPressure,65.34,psi,Normal
SN000032452,AC00275,2026-04-08 12:27:00,OilPressure,58.64,psi,Normal
SN000032453,AC00541,2026-04-01 17:55:00,CabinPressure,8.47,psi,Normal
SN000032454,AC00585,2026-04-01 16:48:00,FuelFlow,930.11,kg/h,Normal
SN000032455,AC00270,2026-03-18 01:05:00,Vibration,6.22,mm/s,Normal
SN000032456,AC00683,2026-01-28 20:42:00,EngineTemp,76.71,C,Normal
SN000032457,AC00245,2026-02-20 01:07:00,OilPressure,40.36,psi,Normal
SN000032458,AC00377,2026-06-22 22:05:00,EngineTemp,105.92,C,Normal
SN000032459,AC00090,2026-01-10 03:52:00,EngineTemp,110.3,C,Normal
SN000032460,AC00411,2026-04-09 16:33:00,FuelFlow,3113.46,kg/h,Normal
SN000032461,AC00105,2026-03-16 19:34:00,OilPressure,84.96,psi,Normal
SN000032462,AC00081,2026-02-22 13:34:00,OilPressure,39.59,psi,Normal
SN000032463,AC01154,2026-02-28 07:10:00,OilPressure,60.92,psi,Warning
SN000032464,AC01048,2026-01-04 09:57:00,OilPressure,64.47,psi,Normal
SN000032465,AC00709,2026-05-08 16:04:00,Vibration,6.55,mm/s,Normal
SN000032466,AC00318,2026-01-17 01:04:00,EngineTemp,103.37,C,Normal
SN000032467,AC00532,2026-03-23 09:20:00,OilPressure,63.62,psi,Normal
SN000032468,AC00708,2026-04-02 06:00:00,FuelFlow,1540.61,kg/h,Normal
SN000032469,AC00993,2026-03-12 10:12:00,FuelFlow,1299.76,kg/h,Normal
SN000032470,AC00039,2026-02-12 16:08:00,CabinPressure,7.48,psi,Normal
SN000032471,AC01189,2026-06-16 00:54:00,CabinPressure,7.1,psi,Normal
SN000032472,AC00357,2026-06-17 12:02:00,Vibration,2.77,mm/s,Normal
SN000032473,AC00066,2026-06-30 09:46:00,OilPressure,44.74,psi,Warning
SN000032474,AC00027,2026-03-21 16:32:00,HydraulicPressure,2538.11,psi,Normal
SN000032475,AC00254,2026-05-17 09:46:00,FuelFlow,2412.15,kg/h,Normal
SN000032476,AC00552,2026-03-09 04:20:00,FuelFlow,1507.25,kg/h,Normal
SN000032477,AC01182,2026-01-23 16:12:00,HydraulicPressure,2089.71,psi,Normal
SN000032478,AC00084,2026-05-10 23:09:00,CabinPressure,8.35,psi,Normal
SN000032479,AC00541,2026-05-21 17:28:00,EngineTemp,96.2,C,Normal
SN000032480,AC00165,2026-01-01 06:07:00,CabinPressure,8.27,psi,Normal
SN000032481,AC00659,2026-05-29 21:29:00,Vibration,6.13,mm/s,Normal
SN000032482,AC01042,2026-05-03 23:59:00,OilPressure,58.28,psi,Warning
SN000032483,AC01019,2026-05-30 18:14:00,OilPressure,61.73,psi,Normal
SN000032484,AC00960,2026-04-05 06:10:00,FuelFlow,1299.61,kg/h,Normal
SN000032485,AC00486,2026-03-23 06:01:00,HydraulicPressure,2578.1,psi,Normal
SN000032486,AC00947,2026-06-07 12:02:00,HydraulicPressure,2171.63,psi,Normal
SN000032487,AC01117,2026-06-01 00:06:00,FuelFlow,2593.09,kg/h,Normal
SN000032488,AC00286,2026-04-22 03:02:00,EngineTemp,112.83,C,Normal
SN000032489,AC00794,2026-02-21 09:01:00,OilPressure,45.01,psi,Normal
SN000032490,AC00175,2026-05-17 04:14:00,Vibration,2.4,mm/s,Normal
SN000032491,AC00158,2026-05-18 00:42:00,HydraulicPressure,2276.54,psi,Normal
SN000032492,AC00776,2026-03-25 05:19:00,Vibration,5.3,mm/s,Normal
SN000032493,AC00845,2026-02-11 15:15:00,CabinPressure,8.27,psi,Normal
SN000032494,AC00602,2026-02-10 09:08:00,Vibration,3.5,mm/s,Normal
SN000032495,AC00559,2026-02-13 15:26:00,CabinPressure,8.59,psi,Normal
SN000032496,AC00150,2026-01-18 06:06:00,CabinPressure,7.4,psi,Normal
SN000032497,AC01191,2026-06-15 18:45:00,HydraulicPressure,2061.25,psi,Normal
SN000032498,AC00100,2026-04-06 23:21:00,EngineTemp,111.68,C,Normal
SN000032499,AC01095,2026-04-17 09:12:00,HydraulicPressure,2399.18,psi,Normal
SN000032500,AC00868,2026-03-24 06:14:00,CabinPressure,8.16,psi,Normal
SN000032501,AC00161,2026-03-19 06:41:00,HydraulicPressure,3071.78,psi,Normal
SN000032502,AC00338,2026-03-19 12:32:00,FuelFlow,1603.19,kg/h,Normal
SN000032503,AC00871,2026-06-06 07:22:00,Vibration,2.8,mm/s,Normal
SN000032504,AC00618,2026-06-17 22:21:00,CabinPressure,8.33,psi,Normal
SN000032505,AC00538,2026-05-16 22:41:00,FuelFlow,2264.62,kg/h,Normal
SN000032506,AC00876,2026-06-11 08:39:00,Vibration,1.48,mm/s,Normal
SN000032507,AC00433,2026-03-28 07:48:00,Vibration,6.95,mm/s,Normal
SN000032508,AC00095,2026-04-26 20:52:00,Vibration,4.96,mm/s,Normal
SN000032509,AC00290,2026-05-09 21:59:00,CabinPressure,5.69,psi,Warning
SN000032510,AC00788,2026-03-21 18:00:00,EngineTemp,110.34,C,Normal
SN000032511,AC00123,2026-04-22 09:17:00,EngineTemp,91.64,C,Normal
SN000032512,AC00196,2026-06-27 04:23:00,FuelFlow,2404.19,kg/h,Normal
SN000032513,AC01038,2026-05-07 06:00:00,CabinPressure,10.64,psi,Warning
SN000032514,AC00041,2026-03-10 05:07:00,OilPressure,33.47,psi,Normal
SN000032515,AC00370,2026-05-21 07:13:00,Vibration,9.71,mm/s,Warning
SN000032516,AC01197,2026-05-11 20:04:00,Vibration,2.75,mm/s,Normal
SN000032517,AC00310,2026-01-17 20:35:00,Vibration,6.55,mm/s,Normal
SN000032518,AC00798,2026-04-20 17:23:00,EngineTemp,94.34,C,Normal
SN000032519,AC00258,2026-05-15 02:00:00,CabinPressure,5.45,psi,Warning
SN000032520,AC00675,2026-05-10 10:29:00,FuelFlow,1016.06,kg/h,Normal
SN000032521,AC00539,2026-05-07 20:34:00,HydraulicPressure,2305.12,psi,Normal
SN000032522,AC00551,2026-02-19 08:11:00,HydraulicPressure,2405.24,psi,Normal
SN000032523,AC01166,2026-06-24 03:51:00,CabinPressure,7.74,psi,Normal
SN000032524,AC00465,2026-02-19 03:59:00,Vibration,6.98,mm/s,Normal
SN000032525,AC00057,2026-06-12 22:26:00,FuelFlow,2372.78,kg/h,Normal
SN000032526,AC00970,2026-02-24 10:44:00,EngineTemp,82.5,C,Normal
SN000032527,AC00047,2026-01-11 02:47:00,EngineTemp,91.21,C,Normal
SN000032528,AC00822,2026-03-25 02:33:00,CabinPressure,7.09,psi,Normal
SN000032529,AC00841,2026-04-09 02:34:00,Vibration,5.89,mm/s,Warning
SN000032530,AC00249,2026-06-22 07:23:00,EngineTemp,82.46,C,Normal
SN000032531,AC00601,2026-06-10 03:11:00,HydraulicPressure,2663.21,psi,Normal
SN000032532,AC01065,2026-01-06 23:10:00,Vibration,4.05,mm/s,Normal
SN000032533,AC00966,2026-01-17 07:02:00,CabinPressure,7.79,psi,Normal
SN000032534,AC00863,2026-01-27 09:56:00,EngineTemp,97.5,C,Normal
SN000032535,AC00555,2026-06-04 15:56:00,CabinPressure,3.89,psi,Critical
SN000032536,AC00467,2026-04-29 10:10:00,CabinPressure,7.17,psi,Normal
SN000032537,AC00542,2026-01-18 00:36:00,Vibration,1.77,mm/s,Warning
SN000032538,AC01024,2026-03-10 06:51:00,FuelFlow,2986.73,kg/h,Normal
SN000032539,AC00569,2026-05-06 09:45:00,OilPressure,39.8,psi,Normal
SN000032540,AC00098,2026-06-22 23:34:00,EngineTemp,90.13,C,Normal
SN000032541,AC00837,2026-02-27 17:21:00,Vibration,5.21,mm/s,Normal
SN000032542,AC00907,2026-02-04 14:42:00,Vibration,3.16,mm/s,Normal
SN000032543,AC01136,2026-05-25 09:11:00,Vibration,2.38,mm/s,Normal
SN000032544,AC01068,2026-01-25 09:32:00,FuelFlow,1916.47,kg/h,Normal
SN000032545,AC01046,2026-06-11 06:37:00,Vibration,0.95,mm/s,Normal
SN000032546,AC00167,2026-05-24 05:11:00,Vibration,0.32,mm/s,Normal
SN000032547,AC00437,2026-05-01 23:57:00,FuelFlow,3077.68,kg/h,Normal
SN000032548,AC00397,2026-01-31 02:21:00,CabinPressure,7.42,psi,Normal
SN000032549,AC00031,2026-04-17 23:48:00,EngineTemp,100.14,C,Normal
SN000032550,AC00124,2026-01-12 05:13:00,FuelFlow,959.47,kg/h,Normal
SN000032551,AC00349,2026-01-31 13:14:00,HydraulicPressure,3152.31,psi,Normal
SN000032552,AC00008,2026-05-07 08:07:00,FuelFlow,1048.55,kg/h,Normal
SN000032553,AC00601,2026-02-23 23:31:00,FuelFlow,3079.72,kg/h,Normal
SN000032554,AC01098,2026-04-01 08:49:00,OilPressure,26.23,psi,Normal
SN000032555,AC00309,2026-04-11 02:21:00,Vibration,5.74,mm/s,Normal
SN000032556,AC00657,2026-02-21 06:41:00,Vibration,4.38,mm/s,Normal
SN000032557,AC00085,2026-02-08 22:17:00,OilPressure,26.98,psi,Normal
SN000032558,AC00272,2026-02-17 17:11:00,FuelFlow,779.06,kg/h,Normal
SN000032559,AC00014,2026-04-27 06:36:00,HydraulicPressure,2524.51,psi,Normal
SN000032560,AC00602,2026-04-18 09:34:00,EngineTemp,75.25,C,Normal
SN000032561,AC00965,2026-03-01 09:00:00,HydraulicPressure,3177.38,psi,Normal
SN000032562,AC00913,2026-06-20 11:06:00,CabinPressure,7.93,psi,Normal
SN000032563,AC01134,2026-01-08 09:30:00,CabinPressure,9.41,psi,Warning
SN000032564,AC00330,2026-02-20 12:18:00,OilPressure,41.06,psi,Warning
SN000032565,AC00282,2026-04-04 23:59:00,CabinPressure,8.17,psi,Normal
SN000032566,AC01063,2026-04-27 03:16:00,EngineTemp,93.4,C,Normal
SN000032567,AC00879,2026-04-18 06:35:00,HydraulicPressure,2814.6,psi,Normal
SN000032568,AC00352,2026-02-18 22:33:00,HydraulicPressure,2699.88,psi,Normal
SN000032569,AC01019,2026-02-01 20:11:00,OilPressure,84.04,psi,Normal
SN000032570,AC01183,2026-05-04 15:23:00,Vibration,4.79,mm/s,Normal
SN000032571,AC00582,2026-01-17 06:55:00,OilPressure,55.59,psi,Normal
SN000032572,AC00392,2026-01-03 08:56:00,CabinPressure,7.16,psi,Normal
SN000032573,AC00094,2026-01-24 07:15:00,OilPressure,68.14,psi,Normal
SN000032574,AC00503,2026-03-16 14:45:00,FuelFlow,3183.31,kg/h,Normal
SN000032575,AC00204,2026-05-12 09:16:00,CabinPressure,7.62,psi,Normal
SN000032576,AC00799,2026-02-18 17:20:00,HydraulicPressure,3073.26,psi,Normal
SN000032577,AC00759,2026-06-24 04:57:00,CabinPressure,8.14,psi,Normal
SN000032578,AC00649,2026-02-22 05:31:00,HydraulicPressure,1822.48,psi,Normal
SN000032579,AC00598,2026-06-08 07:31:00,Vibration,4.97,mm/s,Normal
SN000032580,AC00713,2026-04-07 16:57:00,CabinPressure,7.62,psi,Normal
SN000032581,AC00395,2026-06-11 01:14:00,EngineTemp,75.39,C,Normal
SN000032582,AC00998,2026-06-03 18:09:00,Vibration,3.29,mm/s,Normal
SN000032583,AC00946,2026-01-05 04:53:00,FuelFlow,1539.54,kg/h,Normal
SN000032584,AC00781,2026-03-12 18:52:00,Vibration,7.86,mm/s,Normal
SN000032585,AC00532,2026-01-29 15:08:00,FuelFlow,1645.32,kg/h,Normal
SN000032586,AC00237,2026-04-15 10:09:00,CabinPressure,10.45,psi,Warning
SN000032587,AC00019,2026-01-29 02:26:00,CabinPressure,7.47,psi,Normal
SN000032588,AC00538,2026-06-07 11:33:00,FuelFlow,1732.26,kg/h,Normal
SN000032589,AC00193,2026-05-05 04:42:00,Vibration,3.87,mm/s,Normal
SN000032590,AC00999,2026-05-07 05:00:00,CabinPressure,8.01,psi,Normal
SN000032591,AC00115,2026-06-30 01:36:00,Vibration,4.55,mm/s,Normal
SN000032592,AC00231,2026-03-16 01:41:00,EngineTemp,80.0,C,Normal
SN000032593,AC00743,2026-05-29 17:28:00,Vibration,7.9,mm/s,Normal
SN000032594,AC00544,2026-04-22 22:03:00,HydraulicPressure,2305.83,psi,Normal
SN000032595,AC00868,2026-07-02 02:06:00,FuelFlow,1238.04,kg/h,Normal
SN000032596,AC00955,2026-01-20 00:15:00,FuelFlow,2549.15,kg/h,Normal
SN000032597,AC00010,2026-04-15 14:20:00,OilPressure,61.68,psi,Normal
SN000032598,AC00168,2026-01-02 03:24:00,CabinPressure,8.25,psi,Normal
SN000032599,AC00902,2026-03-18 13:12:00,Vibration,5.3,mm/s,Normal
SN000032600,AC00418,2026-06-06 01:37:00,OilPressure,83.7,psi,Normal
SN000032601,AC00421,2026-03-11 13:53:00,FuelFlow,1976.56,kg/h,Normal
SN000032602,AC00788,2026-05-28 11:18:00,CabinPressure,7.9,psi,Normal
SN000032603,AC01007,2026-06-17 06:42:00,EngineTemp,101.72,C,Normal
SN000032604,AC00409,2026-01-09 07:00:00,FuelFlow,3170.04,kg/h,Normal
SN000032605,AC00433,2026-05-05 11:29:00,FuelFlow,2151.92,kg/h,Normal
SN000032606,AC00150,2026-03-15 05:11:00,Vibration,6.93,mm/s,Normal
SN000032607,AC01166,2026-02-09 18:36:00,HydraulicPressure,1894.93,psi,Normal
SN000032608,AC01105,2026-04-17 02:42:00,CabinPressure,8.54,psi,Normal
SN000032609,AC00827,2026-05-18 22:26:00,CabinPressure,8.51,psi,Normal
SN000032610,AC00082,2026-02-13 17:40:00,HydraulicPressure,2276.12,psi,Warning
SN000032611,AC00609,2026-01-03 14:41:00,EngineTemp,114.95,C,Normal
SN000032612,AC00238,2026-02-21 08:10:00,HydraulicPressure,2363.9,psi,Normal
SN000032613,AC00145,2026-01-06 00:14:00,FuelFlow,3491.76,kg/h,Critical
SN000032614,AC00671,2026-04-29 08:49:00,HydraulicPressure,1905.48,psi,Normal
SN000032615,AC00482,2026-05-19 17:01:00,Vibration,5.53,mm/s,Normal
SN000032616,AC00996,2026-02-24 05:03:00,FuelFlow,1435.54,kg/h,Normal
SN000032617,AC00934,2026-05-30 01:29:00,FuelFlow,1182.2,kg/h,Normal
SN000032618,AC00700,2026-06-18 21:58:00,HydraulicPressure,1833.94,psi,Normal
SN000032619,AC00292,2026-01-09 18:30:00,CabinPressure,13.07,psi,Critical
SN000032620,AC01111,2026-02-18 08:28:00,FuelFlow,1305.41,kg/h,Normal
SN000032621,AC01096,2026-01-02 12:20:00,EngineTemp,95.54,C,Normal
SN000032622,AC00669,2026-03-07 03:23:00,HydraulicPressure,1671.85,psi,Critical
SN000032623,AC00354,2026-02-10 21:47:00,CabinPressure,7.26,psi,Normal
SN000032624,AC00993,2026-06-14 07:02:00,HydraulicPressure,3133.26,psi,Normal
SN000032625,AC00887,2026-04-14 07:02:00,Vibration,1.43,mm/s,Normal
SN000032626,AC00579,2026-02-21 07:52:00,Vibration,5.46,mm/s,Normal
SN000032627,AC00282,2026-06-18 00:25:00,OilPressure,36.7,psi,Normal
SN000032628,AC00463,2026-04-15 16:54:00,HydraulicPressure,3344.69,psi,Warning
SN000032629,AC00029,2026-06-22 02:25:00,FuelFlow,2239.7,kg/h,Normal
SN000032630,AC00328,2026-04-13 12:39:00,Vibration,0.96,mm/s,Normal
SN000032631,AC00997,2026-01-13 04:17:00,CabinPressure,7.59,psi,Normal
SN000032632,AC00886,2026-05-31 08:24:00,HydraulicPressure,2145.09,psi,Normal
SN000032633,AC01188,2026-01-09 10:58:00,OilPressure,73.75,psi,Normal
SN000032634,AC00814,2026-01-03 00:55:00,Vibration,7.01,mm/s,Normal
SN000032635,AC00079,2026-03-13 14:57:00,HydraulicPressure,3137.49,psi,Normal
SN000032636,AC00970,2026-04-20 11:57:00,Vibration,4.47,mm/s,Normal
SN000032637,AC00382,2026-04-27 21:53:00,CabinPressure,5.98,psi,Warning
SN000032638,AC00190,2026-04-13 13:35:00,EngineTemp,81.63,C,Normal
SN000032639,AC00093,2026-06-05 22:15:00,EngineTemp,92.19,C,Normal
SN000032640,AC00739,2026-06-01 18:57:00,CabinPressure,8.58,psi,Normal
SN000032641,AC00246,2026-03-17 03:12:00,CabinPressure,7.01,psi,Normal
SN000032642,AC00688,2026-03-23 19:51:00,OilPressure,74.59,psi,Normal
SN000032643,AC00571,2026-03-20 09:27:00,OilPressure,44.72,psi,Normal
SN000032644,AC00490,2026-05-20 12:51:00,OilPressure,63.49,psi,Normal
SN000032645,AC00806,2026-03-10 21:02:00,EngineTemp,97.51,C,Normal
SN000032646,AC00512,2026-05-14 11:34:00,CabinPressure,7.9,psi,Normal
SN000032647,AC01089,2026-02-05 08:21:00,OilPressure,72.89,psi,Normal
SN000032648,AC00026,2026-02-11 22:16:00,FuelFlow,1967.48,kg/h,Normal
SN000032649,AC00725,2026-03-28 00:02:00,HydraulicPressure,1988.97,psi,Normal
SN000032650,AC00380,2026-06-10 04:28:00,Vibration,4.45,mm/s,Normal
SN000032651,AC00329,2026-03-15 16:46:00,CabinPressure,6.29,psi,Warning
SN000032652,AC01187,2026-06-18 01:31:00,Vibration,4.5,mm/s,Normal
SN000032653,AC01049,2026-03-29 07:52:00,CabinPressure,8.56,psi,Normal
SN000032654,AC00001,2026-06-15 12:53:00,OilPressure,67.53,psi,Normal
SN000032655,AC00255,2026-01-16 09:54:00,CabinPressure,7.98,psi,Normal
SN000032656,AC00444,2026-06-29 13:33:00,EngineTemp,81.98,C,Normal
SN000032657,AC00302,2026-02-14 06:25:00,CabinPressure,7.76,psi,Normal
SN000032658,AC00267,2026-01-31 18:27:00,Vibration,4.63,mm/s,Normal
SN000032659,AC00729,2026-01-02 13:45:00,OilPressure,44.11,psi,Normal
SN000032660,AC00940,2026-06-10 20:01:00,FuelFlow,1705.23,kg/h,Normal
SN000032661,AC00147,2026-04-02 14:06:00,CabinPressure,8.21,psi,Normal
SN000032662,AC00585,2026-06-12 19:27:00,EngineTemp,75.86,C,Normal
SN000032663,AC01175,2026-03-17 09:24:00,EngineTemp,102.4,C,Normal
SN000032664,AC00570,2026-03-17 12:39:00,CabinPressure,7.85,psi,Normal
SN000032665,AC00978,2026-04-04 23:48:00,Vibration,5.49,mm/s,Normal
SN000032666,AC00695,2026-02-23 19:18:00,Vibration,6.25,mm/s,Normal
SN000032667,AC00779,2026-05-07 07:26:00,FuelFlow,2849.04,kg/h,Normal
SN000032668,AC00304,2026-04-06 16:50:00,HydraulicPressure,2047.17,psi,Normal
SN000032669,AC00834,2026-01-20 10:44:00,CabinPressure,7.92,psi,Normal
SN000032670,AC00174,2026-06-17 12:01:00,EngineTemp,102.62,C,Normal
SN000032671,AC00818,2026-03-10 12:17:00,CabinPressure,8.36,psi,Normal
SN000032672,AC00957,2026-04-15 12:15:00,EngineTemp,112.41,C,Normal
SN000032673,AC00147,2026-03-08 08:17:00,Vibration,7.93,mm/s,Normal
SN000032674,AC01034,2026-02-18 08:07:00,Vibration,1.43,mm/s,Normal
SN000032675,AC00245,2026-03-22 09:36:00,CabinPressure,8.49,psi,Normal
SN000032676,AC00595,2026-02-19 19:09:00,OilPressure,33.81,psi,Normal
SN000032677,AC00658,2026-03-22 06:27:00,Vibration,2.79,mm/s,Critical
SN000032678,AC00405,2026-02-09 21:31:00,FuelFlow,702.13,kg/h,Normal
SN000032679,AC00384,2026-03-12 13:08:00,CabinPressure,8.29,psi,Normal
SN000032680,AC00927,2026-04-04 04:06:00,HydraulicPressure,2273.25,psi,Normal
SN000032681,AC00123,2026-06-17 17:20:00,FuelFlow,1159.91,kg/h,Normal
SN000032682,AC00300,2026-01-05 09:25:00,EngineTemp,83.49,C,Normal
SN000032683,AC00040,2026-02-11 09:54:00,CabinPressure,7.18,psi,Normal
SN000032684,AC00546,2026-03-01 21:12:00,FuelFlow,1127.22,kg/h,Normal
SN000032685,AC00262,2026-02-16 10:39:00,FuelFlow,1418.92,kg/h,Normal
SN000032686,AC00934,2026-06-14 16:05:00,FuelFlow,1705.26,kg/h,Normal
SN000032687,AC00233,2026-02-13 03:08:00,FuelFlow,808.01,kg/h,Normal
SN000032688,AC01136,2026-03-05 18:06:00,FuelFlow,2961.62,kg/h,Normal
SN000032689,AC00541,2026-02-10 14:57:00,Vibration,2.68,mm/s,Warning
SN000032690,AC00356,2026-03-11 16:32:00,OilPressure,65.0,psi,Normal
SN000032691,AC01047,2026-06-19 14:23:00,FuelFlow,733.03,kg/h,Normal
SN000032692,AC00145,2026-01-29 16:09:00,HydraulicPressure,2505.13,psi,Normal
SN000032693,AC00508,2026-02-16 04:48:00,EngineTemp,107.45,C,Normal
SN000032694,AC00890,2026-06-20 11:47:00,OilPressure,61.02,psi,Normal
SN000032695,AC00870,2026-03-23 14:50:00,FuelFlow,2952.05,kg/h,Warning
SN000032696,AC00451,2026-01-01 15:50:00,CabinPressure,7.08,psi,Normal
SN000032697,AC01162,2026-02-25 03:33:00,OilPressure,29.83,psi,Normal
SN000032698,AC00372,2026-04-30 13:16:00,HydraulicPressure,2686.91,psi,Normal
SN000032699,AC00386,2026-05-20 13:31:00,OilPressure,74.25,psi,Normal
SN000032700,AC00385,2026-02-15 20:53:00,OilPressure,56.26,psi,Normal
SN000032701,AC00798,2026-04-23 03:30:00,OilPressure,45.07,psi,Normal
SN000032702,AC00296,2026-01-05 17:02:00,EngineTemp,97.61,C,Normal
SN000032703,AC00239,2026-02-15 22:48:00,EngineTemp,107.16,C,Warning
SN000032704,AC01177,2026-02-13 18:18:00,FuelFlow,1102.27,kg/h,Normal
SN000032705,AC00078,2026-02-20 05:22:00,OilPressure,29.66,psi,Normal
SN000032706,AC00920,2026-03-04 08:56:00,OilPressure,78.05,psi,Normal
SN000032707,AC01125,2026-05-09 03:04:00,EngineTemp,80.39,C,Normal
SN000032708,AC00975,2026-03-06 05:59:00,OilPressure,32.16,psi,Normal
