flight_id,flight_number,airline,aircraft_id,departure_airport,arrival_airport,scheduled_departure,duration_minutes,distance_km,passengers,status,delay_minutes
FL0009195,AZ1223,GlobalWings,AC01035,LAX,SEA,2026-03-21 16:14:00,99,1182,83,Delayed,70
FL0009196,AZ978,AeroSky,AC01078,JFK,DEN,2026-04-26 14:53:00,166,2729,139,Completed,11
FL0009197,AZ5172,NovaAir,AC00278,ORD,DFW,2026-03-16 08:01:00,277,2733,183,Completed,1
FL0009198,AZ6555,PacificAero,AC00285,SFO,SIN,2026-02-13 06:13:00,293,1472,66,Completed,11
FL0009199,AZ9236,GlobalWings,AC00965,BLR,DEN,2026-02-06 18:35:00,470,2376,187,Completed,15
FL0009200,AZ5475,AeroSky,AC00556,BLR,DEL,2026-01-29 13:25:00,522,4858,159,Delayed,222
FL0009201,AZ5103,NovaAir,AC00734,ORD,DEN,2026-02-14 14:52:00,610,6434,66,Completed,7
FL0009202,AZ4930,SkyBridge,AC00192,JFK,MIA,2026-05-27 06:12:00,508,7035,235,Completed,14
FL0009203,AZ9800,AeroSky,AC00981,SIN,BOS,2026-05-11 00:34:00,481,3002,265,Completed,11
FL0009204,AZ3671,AtlanticJet,AC00800,DEL,JFK,2026-06-24 06:07:00,115,8213,206,Delayed,164
FL0009205,AZ2784,NovaAir,AC00562,MIA,BOS,2026-03-27 01:53:00,720,6347,167,Delayed,98
FL0009206,AZ335,AtlanticJet,AC01058,DFW,BOS,2026-01-11 12:48:00,512,4134,210,Delayed,29
FL0009207,AZ4107,SkyBridge,AC00488,SIN,MIA,2026-06-16 00:38:00,350,3085,253,Completed,9
FL0009208,AZ2266,NovaAir,AC01056,BLR,SFO,2026-04-19 21:06:00,630,4422,110,Completed,12
FL0009209,AZ9098,PacificAero,AC00689,BOS,DFW,2026-01-17 08:25:00,818,6637,257,Delayed,59
FL0009210,AZ6689,SkyBridge,AC00426,DEN,DEL,2026-03-11 20:14:00,209,2932,138,Delayed,181
FL0009211,AZ130,AeroSky,AC00337,ATL,ORD,2026-06-15 15:09:00,147,3332,3,Scheduled,8
FL0009212,AZ5492,AeroSky,AC00334,LHR,SEA,2026-01-24 14:45:00,586,7059,212,Delayed,48
FL0009213,AZ7293,AeroSky,AC00402,ATL,LHR,2026-05-11 15:20:00,95,4099,268,Delayed,40
FL0009214,AZ2396,NovaAir,AC00013,DFW,DXB,2026-03-03 08:42:00,690,1504,219,Completed,12
FL0009215,AZ2553,AeroSky,AC01030,DFW,LHR,2026-03-27 14:05:00,753,3298,75,Scheduled,2
FL0009216,AZ8439,PacificAero,AC00554,LAX,BOS,2026-05-08 13:33:00,189,7021,119,Completed,5
FL0009217,AZ9935,NovaAir,AC00036,DXB,MIA,2026-02-03 14:39:00,80,772,108,Completed,3
FL0009218,AZ9721,NovaAir,AC00608,SFO,SEA,2026-06-20 12:22:00,417,864,127,Completed,3
FL0009219,AZ2609,GlobalWings,AC00239,DXB,JFK,2026-01-30 18:58:00,51,8248,205,Completed,4
FL0009220,AZ7978,SkyBridge,AC00608,MIA,SEA,2026-05-02 11:20:00,563,4518,296,Completed,12
FL0009221,AZ3023,NovaAir,AC00407,DEL,LAX,2026-05-22 08:15:00,53,4703,138,Completed,9
FL0009222,AZ2095,PacificAero,AC00832,ATL,LAX,2026-06-24 05:40:00,339,2169,190,Completed,12
FL0009223,AZ8957,NovaAir,AC00141,ORD,LAX,2026-04-24 14:35:00,196,846,225,Completed,7
FL0009224,AZ8437,SkyBridge,AC00426,LHR,SFO,2026-06-14 09:06:00,354,2498,208,Completed,2
FL0009225,AZ6077,AtlanticJet,AC00292,DEL,SFO,2026-02-04 16:20:00,156,8499,196,Completed,9
FL0009226,AZ784,GlobalWings,AC00070,DXB,JFK,2026-04-14 22:06:00,466,6287,60,Scheduled,9
FL0009227,AZ7514,PacificAero,AC00805,BOS,BLR,2026-03-07 20:59:00,739,3816,205,Completed,13
FL0009228,AZ1224,AtlanticJet,AC00058,DEL,LHR,2026-05-07 04:37:00,824,4578,138,Completed,7
FL0009229,AZ1825,AtlanticJet,AC00531,BOS,DEN,2026-05-13 12:24:00,509,2802,293,Completed,0
FL0009230,AZ1618,AeroSky,AC00047,DXB,DEL,2026-06-29 21:22:00,568,4424,90,Cancelled,7
FL0009231,AZ1828,AtlanticJet,AC00088,SEA,DEL,2026-06-15 09:18:00,723,4548,319,Delayed,179
FL0009232,AZ771,SkyBridge,AC01062,LHR,DEL,2026-03-10 14:58:00,121,355,293,Delayed,100
FL0009233,AZ8671,AeroSky,AC00709,ATL,DXB,2026-02-06 04:53:00,585,5633,65,Completed,2
FL0009234,AZ7563,AeroSky,AC01162,ATL,LHR,2026-05-18 07:41:00,704,6202,108,Scheduled,7
FL0009235,AZ2134,AtlanticJet,AC00538,DXB,SEA,2026-06-21 01:03:00,350,3656,231,Completed,2
FL0009236,AZ2837,PacificAero,AC00211,MIA,ORD,2026-05-13 03:12:00,454,4352,7,Scheduled,4
FL0009237,AZ8595,NovaAir,AC00122,ATL,DXB,2026-03-29 02:45:00,703,2585,2,Cancelled,9
FL0009238,AZ9239,NovaAir,AC00632,ORD,BOS,2026-06-13 01:33:00,675,4872,158,Completed,11
FL0009239,AZ7929,AeroSky,AC00489,DEL,ORD,2026-02-12 22:04:00,591,4679,144,Completed,1
FL0009240,AZ5035,AeroSky,AC01156,LHR,DEN,2026-01-19 09:24:00,899,6385,98,Completed,11
FL0009241,AZ8367,NovaAir,AC00365,DEN,DEL,2026-03-17 04:15:00,206,5713,193,Completed,6
FL0009242,AZ6671,GlobalWings,AC00650,JFK,MIA,2026-04-27 05:08:00,516,3595,244,Completed,5
FL0009243,AZ2792,AeroSky,AC00209,DXB,LAX,2026-06-03 23:05:00,345,3852,33,Scheduled,11
FL0009244,AZ4805,AtlanticJet,AC00933,SIN,SEA,2026-04-07 03:40:00,896,252,203,Delayed,87
FL0009245,AZ396,AtlanticJet,AC00588,JFK,DXB,2026-02-17 00:27:00,579,4984,161,Completed,1
FL0009246,AZ3231,GlobalWings,AC00034,SIN,DEL,2026-05-03 17:22:00,241,5589,227,Delayed,83
FL0009247,AZ7628,PacificAero,AC00309,ATL,SEA,2026-04-02 16:49:00,393,7942,113,Delayed,152
FL0009248,AZ2359,AtlanticJet,AC00274,SFO,DXB,2026-02-11 09:55:00,52,1160,75,In Air,8
FL0009249,AZ5380,AeroSky,AC00756,ORD,BLR,2026-03-02 17:53:00,326,6837,304,Completed,15
FL0009250,AZ1991,AeroSky,AC00466,SFO,DEN,2026-05-29 10:23:00,123,8368,187,Completed,4
FL0009251,AZ7202,AeroSky,AC00571,SFO,ORD,2026-04-21 11:16:00,798,6520,179,Completed,14
FL0009252,AZ7195,AtlanticJet,AC00117,LAX,JFK,2026-04-19 21:08:00,858,3325,232,Completed,6
FL0009253,AZ5504,PacificAero,AC00790,SFO,DXB,2026-05-29 02:18:00,446,765,307,In Air,10
FL0009254,AZ9280,SkyBridge,AC00969,MIA,BLR,2026-03-14 11:10:00,257,5664,161,Scheduled,10
FL0009255,AZ5172,AeroSky,AC01017,SEA,DFW,2026-07-01 21:39:00,286,4933,149,Delayed,119
FL0009256,AZ4155,AtlanticJet,AC00719,ATL,MIA,2026-01-31 08:08:00,160,2536,106,Completed,3
FL0009257,AZ4447,NovaAir,AC00057,SEA,DEL,2026-06-29 10:20:00,900,841,171,Completed,0
FL0009258,AZ7947,GlobalWings,AC00106,MIA,BLR,2026-01-23 15:41:00,558,7329,41,Scheduled,13
FL0009259,AZ1863,AtlanticJet,AC00760,DFW,SIN,2026-04-09 18:51:00,301,948,109,Completed,15
FL0009260,AZ5502,AeroSky,AC00606,DEN,SEA,2026-03-04 12:37:00,481,4072,319,Delayed,155
FL0009261,AZ2725,SkyBridge,AC00663,ORD,LAX,2026-01-03 21:10:00,452,4793,202,Delayed,100
FL0009262,AZ5248,SkyBridge,AC01119,SIN,LHR,2026-05-04 08:17:00,330,7768,275,Completed,2
FL0009263,AZ5075,AeroSky,AC00384,LAX,JFK,2026-02-09 05:56:00,47,1760,80,In Air,7
FL0009264,AZ7957,GlobalWings,AC00579,MIA,DXB,2026-03-05 02:47:00,611,263,153,Completed,14
FL0009265,AZ2693,GlobalWings,AC00478,ORD,SEA,2026-03-15 10:30:00,624,5422,108,Completed,9
FL0009266,AZ9121,GlobalWings,AC00177,DFW,JFK,2026-01-08 03:52:00,812,5392,32,Scheduled,4
FL0009267,AZ3040,SkyBridge,AC00902,DFW,MIA,2026-01-07 08:23:00,80,3684,7,Scheduled,5
FL0009268,AZ4654,AeroSky,AC01160,LHR,ORD,2026-06-18 04:50:00,449,6709,164,Completed,4
FL0009269,AZ2357,GlobalWings,AC00564,MIA,LAX,2026-02-02 07:49:00,736,5320,194,In Air,11
FL0009270,AZ4323,GlobalWings,AC01027,SEA,BOS,2026-02-26 06:35:00,898,3493,112,Delayed,33
FL0009271,AZ2544,NovaAir,AC00164,MIA,DEN,2026-01-20 23:51:00,255,2047,251,Completed,0
FL0009272,AZ5022,SkyBridge,AC00301,MIA,ATL,2026-01-30 11:52:00,539,3013,111,Completed,14
FL0009273,AZ2275,AtlanticJet,AC00716,LHR,BOS,2026-03-25 10:44:00,711,7292,120,Completed,9
FL0009274,AZ501,SkyBridge,AC00844,LAX,SEA,2026-06-28 15:11:00,877,1711,180,Completed,5
FL0009275,AZ7368,AeroSky,AC01184,JFK,SEA,2026-04-07 10:38:00,521,8355,97,Completed,11
FL0009276,AZ2082,NovaAir,AC00924,LAX,ORD,2026-02-16 09:59:00,591,6999,229,Delayed,84
FL0009277,AZ891,AeroSky,AC00039,DEN,BOS,2026-05-14 18:53:00,163,252,157,Scheduled,14
FL0009278,AZ7465,GlobalWings,AC00762,DFW,DXB,2026-01-30 00:33:00,862,818,157,Delayed,41
FL0009279,AZ3261,SkyBridge,AC00150,BOS,DEN,2026-04-20 09:20:00,757,2736,209,Completed,5
FL0009280,AZ1594,AtlanticJet,AC00340,BLR,ORD,2026-03-25 13:54:00,81,7796,176,Delayed,179
FL0009281,AZ3766,NovaAir,AC00209,ORD,DEN,2026-02-18 19:10:00,176,3416,277,Completed,8
FL0009282,AZ394,NovaAir,AC00279,DXB,BLR,2026-02-23 23:51:00,582,3308,247,Scheduled,1
FL0009283,AZ7284,PacificAero,AC00386,SFO,ORD,2026-04-11 08:19:00,217,4599,70,Completed,5
FL0009284,AZ2609,GlobalWings,AC00323,DFW,SEA,2026-06-05 00:09:00,531,5880,236,Delayed,233
FL0009285,AZ6617,SkyBridge,AC01084,DEN,MIA,2026-05-05 14:17:00,507,2240,36,Scheduled,7
FL0009286,AZ8937,SkyBridge,AC00538,DFW,DXB,2026-03-14 05:31:00,99,3540,210,Delayed,133
FL0009287,AZ8966,AtlanticJet,AC00593,DXB,LAX,2026-04-08 17:22:00,488,5842,291,Scheduled,9
FL0009288,AZ1848,AtlanticJet,AC00981,DFW,BLR,2026-05-22 21:47:00,108,5072,84,Completed,12
FL0009289,AZ7047,NovaAir,AC00045,ORD,SIN,2026-02-13 23:38:00,535,1299,323,Scheduled,4
FL0009290,AZ5792,GlobalWings,AC00128,LHR,JFK,2026-06-22 22:07:00,844,7133,133,Delayed,207
FL0009291,AZ9240,AeroSky,AC00885,LAX,JFK,2026-04-04 21:40:00,206,7547,168,Delayed,44
FL0009292,AZ6333,PacificAero,AC00727,DEN,SEA,2026-03-26 02:03:00,567,3009,197,Delayed,18
FL0009293,AZ1918,PacificAero,AC00472,DEL,ORD,2026-01-24 01:04:00,142,6500,272,Completed,6
FL0009294,AZ8198,NovaAir,AC00586,ATL,LHR,2026-03-25 15:37:00,424,8135,109,Completed,3
FL0009295,AZ6043,GlobalWings,AC00597,SEA,DXB,2026-03-21 09:33:00,335,8030,233,Completed,10
FL0009296,AZ1115,AtlanticJet,AC00294,LAX,LHR,2026-05-15 15:08:00,149,4190,204,Completed,0
FL0009297,AZ9233,AtlanticJet,AC00529,SEA,DEN,2026-03-28 15:39:00,751,4139,315,Completed,4
FL0009298,AZ5297,AeroSky,AC01166,MIA,ORD,2026-05-02 07:12:00,419,5227,84,Completed,11
FL0009299,AZ8375,AeroSky,AC00645,BLR,ATL,2026-02-09 17:01:00,706,713,112,In Air,8
FL0009300,AZ3813,PacificAero,AC00820,BLR,SFO,2026-01-15 10:26:00,654,3185,143,Scheduled,8
FL0009301,AZ9032,AtlanticJet,AC01137,ORD,ATL,2026-02-01 15:35:00,660,1098,238,Completed,12
FL0009302,AZ3335,SkyBridge,AC01037,ATL,BLR,2026-01-17 03:58:00,346,283,158,Scheduled,8
FL0009303,AZ6988,PacificAero,AC01001,DEN,BLR,2026-04-08 07:15:00,541,8186,95,In Air,4
FL0009304,AZ674,PacificAero,AC00606,DEL,SFO,2026-02-26 16:10:00,576,3432,18,Scheduled,9
FL0009305,AZ9755,SkyBridge,AC00226,JFK,DXB,2026-06-10 23:52:00,495,814,132,Completed,6
FL0009306,AZ7741,SkyBridge,AC00657,ATL,DXB,2026-03-30 09:13:00,188,2690,272,Completed,15
FL0009307,AZ5722,SkyBridge,AC00982,LAX,DEN,2026-03-13 22:10:00,266,3099,224,Delayed,235
FL0009308,AZ6638,GlobalWings,AC00526,ATL,LHR,2026-01-17 20:11:00,807,5287,149,Delayed,129
FL0009309,AZ1820,AtlanticJet,AC00403,DFW,LHR,2026-01-29 02:03:00,498,5283,77,Completed,8
FL0009310,AZ2879,AtlanticJet,AC00147,ATL,DEN,2026-06-10 11:39:00,114,7408,254,Delayed,82
FL0009311,AZ3492,SkyBridge,AC00291,DEN,DFW,2026-05-08 04:05:00,820,495,17,Scheduled,7
FL0009312,AZ4313,SkyBridge,AC00789,DXB,SIN,2026-03-24 15:17:00,438,4981,84,Completed,9
FL0009313,AZ2372,AeroSky,AC00062,LAX,JFK,2026-04-20 15:48:00,887,7051,161,Completed,11
FL0009314,AZ5252,GlobalWings,AC01183,LAX,ATL,2026-04-22 22:05:00,746,1327,99,Cancelled,3
FL0009315,AZ8939,NovaAir,AC00826,BOS,LHR,2026-02-28 08:08:00,615,4353,114,Completed,0
FL0009316,AZ4228,NovaAir,AC00588,DEL,DEN,2026-02-26 05:57:00,63,5707,187,Delayed,166
FL0009317,AZ1502,PacificAero,AC01077,SEA,BOS,2026-06-30 15:16:00,703,7487,288,In Air,10
FL0009318,AZ2668,PacificAero,AC01128,DFW,BLR,2026-02-23 14:26:00,514,3832,197,Completed,3
FL0009319,AZ7587,NovaAir,AC01043,MIA,ORD,2026-03-27 10:22:00,326,2053,155,In Air,6
FL0009320,AZ5500,PacificAero,AC00010,DXB,BOS,2026-06-10 21:20:00,213,6083,87,Completed,15
FL0009321,AZ8261,AeroSky,AC00253,ATL,LHR,2026-03-21 16:03:00,334,4309,86,Completed,4
FL0009322,AZ8526,NovaAir,AC01006,DEL,ATL,2026-02-14 01:32:00,198,4215,166,Completed,9
FL0009323,AZ4984,PacificAero,AC01073,DEL,DEN,2026-02-22 16:23:00,540,4312,95,Completed,3
FL0009324,AZ6319,SkyBridge,AC00361,BLR,DXB,2026-05-26 19:47:00,697,405,202,Delayed,19
FL0009325,AZ6920,GlobalWings,AC00924,DXB,SFO,2026-06-04 12:05:00,327,2705,180,Delayed,136
FL0009326,AZ2758,AtlanticJet,AC00371,ATL,BOS,2026-02-18 03:09:00,894,4456,219,Delayed,33
FL0009327,AZ8601,AeroSky,AC00159,DEL,DEN,2026-02-09 15:26:00,257,5934,185,Scheduled,15
FL0009328,AZ5596,PacificAero,AC01124,ATL,BOS,2026-02-11 05:47:00,82,6278,139,Completed,0
FL0009329,AZ5805,NovaAir,AC00575,ORD,MIA,2026-01-25 06:11:00,161,7033,178,Completed,1
FL0009330,AZ2542,NovaAir,AC00608,SIN,DFW,2026-01-06 21:19:00,417,6232,126,Completed,11
FL0009331,AZ4179,SkyBridge,AC00115,SEA,ATL,2026-05-23 03:00:00,227,6938,306,Completed,7
FL0009332,AZ5275,AtlanticJet,AC01174,DXB,SEA,2026-01-04 08:21:00,465,4187,178,Delayed,146
FL0009333,AZ8043,PacificAero,AC00742,SFO,BLR,2026-06-22 08:42:00,250,7502,153,Completed,9
FL0009334,AZ8577,NovaAir,AC00477,BOS,JFK,2026-03-25 00:46:00,535,5171,89,Completed,5
FL0009335,AZ8202,NovaAir,AC00113,BOS,JFK,2026-02-14 12:17:00,471,3767,93,Scheduled,15
FL0009336,AZ939,SkyBridge,AC00894,SFO,DFW,2026-02-08 15:09:00,610,7417,135,Delayed,165
FL0009337,AZ1976,AeroSky,AC00864,DEL,DFW,2026-06-28 03:17:00,753,4422,42,Scheduled,10
FL0009338,AZ9865,PacificAero,AC00687,SFO,JFK,2026-03-06 09:25:00,458,1259,160,Scheduled,14
FL0009339,AZ1532,SkyBridge,AC00363,DFW,SEA,2026-02-15 08:40:00,345,8486,172,Delayed,81
FL0009340,AZ4058,NovaAir,AC01166,SEA,BLR,2026-06-27 20:19:00,398,7141,106,Completed,15
FL0009341,AZ559,SkyBridge,AC01038,DEN,JFK,2026-02-13 14:36:00,706,4379,112,Scheduled,5
FL0009342,AZ9556,SkyBridge,AC00767,SIN,JFK,2026-03-07 14:42:00,185,393,185,Completed,3
FL0009343,AZ3130,AeroSky,AC00916,LHR,SIN,2026-02-08 16:13:00,779,1960,235,Completed,8
FL0009344,AZ8313,GlobalWings,AC00321,ATL,BLR,2026-01-09 04:45:00,110,1209,119,Delayed,165
FL0009345,AZ8176,AtlanticJet,AC00386,DXB,ATL,2026-06-03 03:29:00,426,5454,228,Scheduled,14
FL0009346,AZ2810,SkyBridge,AC00930,SEA,ATL,2026-03-10 13:23:00,770,5470,148,Scheduled,2
FL0009347,AZ3211,NovaAir,AC00165,DXB,ORD,2026-02-05 08:52:00,803,6732,208,Completed,14
FL0009348,AZ3330,PacificAero,AC00008,SFO,SEA,2026-04-10 02:49:00,702,796,10,Cancelled,8
FL0009349,AZ549,SkyBridge,AC00376,SFO,DEL,2026-05-01 06:14:00,337,1639,282,Scheduled,13
FL0009350,AZ8690,AeroSky,AC00093,DFW,LHR,2026-01-15 12:05:00,887,6155,97,Completed,8
FL0009351,AZ4021,GlobalWings,AC00857,DFW,DEN,2026-05-06 19:23:00,396,6960,101,Scheduled,12
FL0009352,AZ7450,NovaAir,AC00336,LAX,SIN,2026-01-04 10:15:00,524,3655,115,Completed,12
FL0009353,AZ4399,NovaAir,AC00643,BOS,MIA,2026-06-18 03:41:00,773,5327,186,Cancelled,12
FL0009354,AZ2965,PacificAero,AC00380,LAX,SIN,2026-05-24 18:17:00,117,765,136,Delayed,139
FL0009355,AZ7059,SkyBridge,AC00588,LAX,ORD,2026-06-16 02:20:00,661,6814,153,Completed,5
FL0009356,AZ9393,SkyBridge,AC00409,BLR,MIA,2026-06-24 15:09:00,234,3657,231,Completed,2
FL0009357,AZ6491,AeroSky,AC00795,LHR,BLR,2026-05-24 21:27:00,531,5864,253,Completed,6
FL0009358,AZ536,AtlanticJet,AC00284,SFO,ATL,2026-05-24 03:14:00,539,7297,147,In Air,12
FL0009359,AZ8622,PacificAero,AC00720,MIA,JFK,2026-03-03 09:02:00,129,3828,132,Delayed,158
FL0009360,AZ9184,SkyBridge,AC01015,DEN,MIA,2026-03-05 00:22:00,897,4598,17,Scheduled,12
FL0009361,AZ6865,AeroSky,AC00747,LAX,DEN,2026-01-26 16:45:00,882,7198,238,Delayed,91
FL0009362,AZ657,NovaAir,AC00883,DEL,BLR,2026-01-16 00:53:00,598,3353,197,Scheduled,0
FL0009363,AZ1547,GlobalWings,AC00223,SIN,SEA,2026-02-10 21:22:00,56,3868,202,Completed,8
FL0009364,AZ2643,NovaAir,AC00754,LHR,BLR,2026-06-19 21:24:00,483,2263,216,Delayed,187
FL0009365,AZ4134,AeroSky,AC00085,ATL,LAX,2026-04-07 02:28:00,216,659,286,Delayed,49
FL0009366,AZ2873,AeroSky,AC00842,SEA,DXB,2026-01-22 15:28:00,670,3040,106,Scheduled,8
FL0009367,AZ7480,AeroSky,AC00358,LHR,DEN,2026-01-30 20:06:00,245,7809,118,Completed,5
FL0009368,AZ1667,GlobalWings,AC00227,MIA,DFW,2026-06-16 18:46:00,246,5180,198,Delayed,115
FL0009369,AZ4813,PacificAero,AC01091,ATL,BLR,2026-01-14 01:19:00,408,7730,183,Delayed,53
FL0009370,AZ185,AeroSky,AC00290,SIN,SEA,2026-05-07 04:48:00,425,8403,222,Cancelled,10
FL0009371,AZ4678,NovaAir,AC00570,DEL,DXB,2026-06-19 04:15:00,337,2825,125,Delayed,58
FL0009372,AZ3007,AeroSky,AC00700,JFK,LHR,2026-01-21 05:49:00,168,7554,317,Scheduled,6
FL0009373,AZ2367,NovaAir,AC00617,LHR,SEA,2026-04-15 06:27:00,534,4484,117,Delayed,131
FL0009374,AZ1346,AeroSky,AC00690,JFK,LHR,2026-01-03 00:32:00,632,1818,146,Scheduled,14
FL0009375,AZ5795,PacificAero,AC00800,SFO,LHR,2026-05-04 20:05:00,838,1506,238,Completed,12
FL0009376,AZ7727,AtlanticJet,AC00806,BOS,SIN,2026-03-09 11:25:00,288,1483,90,In Air,15
FL0009377,AZ6826,PacificAero,AC00477,JFK,BOS,2026-02-01 12:41:00,171,2877,23,Cancelled,5
FL0009378,AZ857,SkyBridge,AC00441,DFW,SEA,2026-02-28 11:01:00,157,7392,108,Scheduled,1
FL0009379,AZ4075,AeroSky,AC00617,BLR,LHR,2026-06-26 19:50:00,662,5285,244,Delayed,91
FL0009380,AZ7974,SkyBridge,AC01200,JFK,LAX,2026-02-26 06:43:00,448,8481,138,Completed,0
FL0009381,AZ9322,PacificAero,AC01046,JFK,LHR,2026-03-29 01:21:00,844,4260,63,Scheduled,15
FL0009382,AZ9133,AtlanticJet,AC00155,DEN,BOS,2026-01-26 00:56:00,234,7436,141,Scheduled,11
FL0009383,AZ4726,AeroSky,AC00869,ORD,JFK,2026-01-12 21:01:00,869,2348,260,Completed,4
FL0009384,AZ4923,PacificAero,AC00777,MIA,DXB,2026-03-03 14:11:00,849,6841,189,Completed,5
FL0009385,AZ6020,GlobalWings,AC00288,DEL,LHR,2026-07-01 07:57:00,888,1159,157,Delayed,155
FL0009386,AZ9378,GlobalWings,AC00443,LAX,DFW,2026-01-18 06:29:00,391,5205,192,Completed,7
FL0009387,AZ5050,PacificAero,AC00439,MIA,SEA,2026-01-12 08:05:00,820,422,226,Delayed,82
FL0009388,AZ5075,SkyBridge,AC01017,BLR,JFK,2026-05-12 15:55:00,312,466,136,Completed,8
FL0009389,AZ4025,GlobalWings,AC00809,LHR,DFW,2026-06-29 00:23:00,107,6983,163,In Air,14
FL0009390,AZ6333,AeroSky,AC00749,LAX,DEN,2026-05-27 15:24:00,895,3230,113,Completed,4
FL0009391,AZ3342,SkyBridge,AC00810,DFW,MIA,2026-01-31 10:05:00,204,4649,173,Completed,14
FL0009392,AZ1739,PacificAero,AC00076,DEN,LAX,2026-01-15 22:53:00,485,1624,293,Completed,8
FL0009393,AZ1634,SkyBridge,AC00188,DEN,BLR,2026-06-04 05:48:00,331,7420,227,Delayed,52
FL0009394,AZ3280,AeroSky,AC00012,LHR,BLR,2026-06-05 07:37:00,499,6224,165,Completed,11
FL0009395,AZ1882,AeroSky,AC00023,SIN,ATL,2026-03-27 23:02:00,897,7944,194,Scheduled,2
FL0009396,AZ9047,GlobalWings,AC01083,SFO,SEA,2026-03-10 09:33:00,504,7749,170,Scheduled,4
FL0009397,AZ2294,AtlanticJet,AC00697,BLR,MIA,2026-06-27 19:08:00,421,5687,68,Delayed,186
FL0009398,AZ4704,NovaAir,AC00579,DXB,ORD,2026-04-08 00:40:00,580,8288,65,Completed,6
FL0009399,AZ6294,AtlanticJet,AC01039,DEN,ATL,2026-04-09 01:45:00,491,360,178,Delayed,50
FL0009400,AZ7501,PacificAero,AC00354,DFW,DEN,2026-05-27 09:02:00,798,530,137,Completed,5
FL0009401,AZ3347,AeroSky,AC00132,DEN,MIA,2026-02-12 19:03:00,567,1393,194,Scheduled,3
FL0009402,AZ8480,SkyBridge,AC00440,SFO,BOS,2026-02-07 23:02:00,92,2136,87,Scheduled,14
FL0009403,AZ856,PacificAero,AC00678,SEA,DEN,2026-05-20 15:20:00,66,7630,200,Completed,5
FL0009404,AZ9373,NovaAir,AC00505,BLR,JFK,2026-03-25 10:39:00,161,2727,174,Completed,9
FL0009405,AZ9389,AeroSky,AC00492,LAX,ORD,2026-03-17 06:10:00,419,3359,152,Completed,3
FL0009406,AZ9391,AtlanticJet,AC00938,BOS,MIA,2026-06-28 14:36:00,626,7017,293,Completed,2
FL0009407,AZ1086,AeroSky,AC00187,DXB,ATL,2026-06-30 20:41:00,869,933,224,Completed,15
FL0009408,AZ5489,SkyBridge,AC00236,BOS,JFK,2026-01-30 20:22:00,247,8047,300,Delayed,230
FL0009409,AZ9520,NovaAir,AC00081,SFO,ORD,2026-04-20 13:56:00,721,3616,225,Completed,6
FL0009410,AZ7711,AtlanticJet,AC01018,DEN,MIA,2026-05-14 20:55:00,596,6125,130,Scheduled,0
FL0009411,AZ2613,PacificAero,AC01138,JFK,SEA,2026-01-29 21:57:00,489,2847,67,Delayed,93
FL0009412,AZ167,SkyBridge,AC00462,SIN,DFW,2026-02-24 02:34:00,147,5354,239,Scheduled,2
FL0009413,AZ200,NovaAir,AC00221,LHR,SFO,2026-06-12 21:19:00,470,1725,120,In Air,5
FL0009414,AZ4370,AtlanticJet,AC00153,SFO,SIN,2026-06-13 07:03:00,425,6762,145,Completed,0
FL0009415,AZ2289,GlobalWings,AC00747,SFO,MIA,2026-05-20 17:35:00,492,1108,145,Completed,14
FL0009416,AZ7973,NovaAir,AC00980,SFO,DXB,2026-04-14 03:50:00,46,2327,174,Delayed,2
FL0009417,AZ2851,GlobalWings,AC00896,DEN,JFK,2026-04-20 00:50:00,153,2133,293,Completed,5
FL0009418,AZ7368,NovaAir,AC00701,ATL,BLR,2026-04-23 23:24:00,831,5480,105,Completed,5
FL0009419,AZ8303,PacificAero,AC00482,JFK,BLR,2026-01-28 13:53:00,784,7607,158,Completed,15
FL0009420,AZ9769,GlobalWings,AC00738,ORD,ATL,2026-05-11 01:24:00,248,3154,161,Completed,11
FL0009421,AZ8463,SkyBridge,AC00583,DFW,SFO,2026-01-29 21:43:00,108,8022,174,Completed,14
FL0009422,AZ3634,PacificAero,AC00744,JFK,DXB,2026-04-20 01:39:00,866,5373,207,Delayed,131
FL0009423,AZ7659,PacificAero,AC00514,SFO,DEL,2026-05-19 00:21:00,697,7025,164,Completed,13
FL0009424,AZ2406,GlobalWings,AC01156,ATL,DFW,2026-03-10 14:43:00,395,6490,137,Delayed,38
FL0009425,AZ6032,PacificAero,AC01190,JFK,SEA,2026-04-17 10:00:00,111,7839,125,Completed,4
FL0009426,AZ3083,GlobalWings,AC01188,LAX,BLR,2026-03-10 23:39:00,535,8471,148,Completed,13
FL0009427,AZ8030,PacificAero,AC01170,LHR,SFO,2026-04-18 09:40:00,788,1729,161,Completed,10
FL0009428,AZ7084,AtlanticJet,AC00170,ATL,SIN,2026-01-13 20:34:00,483,2439,76,Cancelled,1
FL0009429,AZ5681,PacificAero,AC00824,DXB,DFW,2026-03-14 13:05:00,460,854,126,Completed,15
FL0009430,AZ5334,GlobalWings,AC00543,BLR,ATL,2026-05-06 16:05:00,793,4287,289,Completed,0
FL0009431,AZ480,NovaAir,AC00892,LAX,BLR,2026-02-01 07:04:00,691,7592,71,Completed,6
FL0009432,AZ5849,AeroSky,AC00702,BLR,ATL,2026-04-24 07:47:00,558,3524,140,Delayed,176
FL0009433,AZ8896,AeroSky,AC00371,BLR,LHR,2026-02-19 11:43:00,591,7425,110,Completed,14
FL0009434,AZ5569,GlobalWings,AC00160,SEA,BLR,2026-03-10 00:54:00,656,7936,113,Completed,15
