maintenance_id,aircraft_id,maintenance_date,maintenance_type,severity,downtime_hours,cost_usd,status,technician
MT0006908,AC00857,2026-03-09,Avionics Inspection,Medium,72,15438,In Progress,Technician-A
MT0006909,AC00656,2026-06-08,Routine Service,Low,21,19612,Completed,Technician-C
MT0006910,AC00876,2026-03-06,Landing Gear,Medium,49,20146,Scheduled,Technician-D
MT0006911,AC00213,2026-01-11,Landing Gear,High,62,6711,Completed,Technician-C
MT0006912,AC00796,2026-03-04,Landing Gear,Medium,51,59684,Scheduled,Technician-D
MT0006913,AC00864,2026-05-26,Hydraulic Check,Low,25,61989,Completed,Technician-B
MT0006914,AC00079,2026-06-23,Landing Gear,High,60,15676,Scheduled,Technician-B
MT0006915,AC00608,2026-04-24,Engine Inspection,Medium,39,63110,Completed,Technician-D
MT0006916,AC00071,2026-01-31,Structural Inspection,Low,66,8977,Completed,Technician-A
MT0006917,AC00903,2026-03-17,Routine Service,Medium,25,38590,Completed,Technician-B
MT0006918,AC00075,2026-06-17,Routine Service,Low,66,19706,In Progress,Technician-C
MT0006919,AC00631,2026-05-28,Routine Service,Low,46,17671,In Progress,Technician-C
MT0006920,AC00775,2026-06-20,Avionics Inspection,Low,43,39916,Scheduled,Technician-B
MT0006921,AC00449,2026-01-03,Structural Inspection,Low,64,69931,Completed,Technician-A
MT0006922,AC00138,2026-05-30,Structural Inspection,Low,5,41325,Completed,Technician-C
MT0006923,AC00022,2026-01-25,Structural Inspection,Low,15,11336,Completed,Technician-D
MT0006924,AC00828,2026-05-27,Hydraulic Check,Medium,9,31838,Completed,Technician-C
MT0006925,AC00838,2026-05-12,Avionics Inspection,High,2,60135,Completed,Technician-D
MT0006926,AC00855,2026-01-07,Landing Gear,Medium,41,19179,Completed,Technician-B
MT0006927,AC00525,2026-05-24,Structural Inspection,Low,47,10740,Completed,Technician-C
MT0006928,AC00528,2026-06-04,Hydraulic Check,High,47,56803,In Progress,Technician-A
MT0006929,AC00195,2026-04-09,Routine Service,Medium,46,32095,In Progress,Technician-B
MT0006930,AC00316,2026-03-12,Hydraulic Check,High,43,17387,Scheduled,Technician-B
MT0006931,AC00292,2026-06-30,Routine Service,Low,56,3697,Completed,Technician-C
MT0006932,AC00962,2026-06-26,Routine Service,Medium,32,11265,Completed,Technician-C
MT0006933,AC00035,2026-06-16,Engine Inspection,Low,52,77415,Completed,Technician-D
MT0006934,AC00180,2026-04-09,Routine Service,Medium,20,16407,Completed,Technician-A
MT0006935,AC00050,2026-06-20,Engine Inspection,Medium,67,82230,Completed,Technician-A
MT0006936,AC01192,2026-03-22,Hydraulic Check,Low,63,20085,In Progress,Technician-C
MT0006937,AC00219,2026-06-13,Engine Inspection,Low,31,8626,Completed,Technician-C
MT0006938,AC00038,2026-06-21,Structural Inspection,Critical,11,57507,Scheduled,Technician-A
MT0006939,AC01168,2026-01-17,Hydraulic Check,High,40,70548,Scheduled,Technician-A
MT0006940,AC00163,2026-01-26,Engine Inspection,Low,49,29380,Scheduled,Technician-B
MT0006941,AC00456,2026-05-21,Landing Gear,Low,30,26464,Scheduled,Technician-A
MT0006942,AC00384,2026-04-01,Landing Gear,Low,16,50137,Scheduled,Technician-B
MT0006943,AC01135,2026-06-05,Avionics Inspection,Medium,15,47477,Scheduled,Technician-C
MT0006944,AC01099,2026-06-02,Structural Inspection,Low,32,11134,Completed,Technician-A
MT0006945,AC00005,2026-01-13,Hydraulic Check,High,71,19713,Completed,Technician-D
MT0006946,AC00209,2026-05-16,Landing Gear,Low,25,78215,Completed,Technician-A
MT0006947,AC00193,2026-06-27,Hydraulic Check,Low,63,32049,Completed,Technician-D
MT0006948,AC00185,2026-04-16,Landing Gear,Low,48,65307,Scheduled,Technician-D
MT0006949,AC00542,2026-06-07,Routine Service,Medium,50,51686,Completed,Technician-A
MT0006950,AC01051,2026-04-18,Routine Service,Low,8,23479,Completed,Technician-C
MT0006951,AC00381,2026-01-23,Engine Inspection,High,6,54600,Scheduled,Technician-C
MT0006952,AC00754,2026-02-24,Structural Inspection,Medium,31,37706,Scheduled,Technician-D
MT0006953,AC00217,2026-06-03,Avionics Inspection,Low,44,40587,In Progress,Technician-C
MT0006954,AC01014,2026-04-07,Structural Inspection,Low,64,68671,In Progress,Technician-B
MT0006955,AC00446,2026-05-21,Avionics Inspection,Medium,40,15930,In Progress,Technician-B
MT0006956,AC00486,2026-01-28,Landing Gear,Low,34,51901,Scheduled,Technician-A
MT0006957,AC00486,2026-02-03,Structural Inspection,Low,69,59506,Scheduled,Technician-D
MT0006958,AC00478,2026-02-25,Engine Inspection,Medium,66,27957,Scheduled,Technician-B
MT0006959,AC00963,2026-03-24,Avionics Inspection,Medium,45,40470,Completed,Technician-C
MT0006960,AC00431,2026-02-03,Hydraulic Check,Low,3,58295,Scheduled,Technician-C
MT0006961,AC00319,2026-06-06,Landing Gear,High,19,42455,Completed,Technician-B
MT0006962,AC00267,2026-06-04,Landing Gear,High,29,44139,Completed,Technician-A
MT0006963,AC00193,2026-03-06,Avionics Inspection,High,23,45731,Scheduled,Technician-C
MT0006964,AC00456,2026-02-27,Structural Inspection,Medium,60,35800,In Progress,Technician-B
MT0006965,AC00249,2026-01-02,Routine Service,Medium,53,77995,Completed,Technician-D
MT0006966,AC00119,2026-03-25,Engine Inspection,Low,34,26663,In Progress,Technician-C
MT0006967,AC00619,2026-06-20,Routine Service,High,41,27672,Scheduled,Technician-D
MT0006968,AC00696,2026-05-05,Routine Service,High,23,43213,In Progress,Technician-B
MT0006969,AC00430,2026-03-08,Avionics Inspection,Medium,18,68096,In Progress,Technician-B
MT0006970,AC00188,2026-06-15,Structural Inspection,Medium,68,51031,In Progress,Technician-D
MT0006971,AC00779,2026-05-03,Landing Gear,Medium,4,69104,Scheduled,Technician-B
MT0006972,AC00464,2026-04-10,Routine Service,Critical,63,23740,Scheduled,Technician-D
MT0006973,AC00563,2026-01-29,Avionics Inspection,Medium,61,68547,Completed,Technician-C
MT0006974,AC00346,2026-01-14,Landing Gear,Low,17,67708,In Progress,Technician-B
MT0006975,AC01038,2026-04-12,Routine Service,Medium,28,75698,In Progress,Technician-A
MT0006976,AC01076,2026-04-12,Avionics Inspection,Low,29,59253,In Progress,Technician-D
MT0006977,AC00458,2026-04-12,Hydraulic Check,Low,9,53736,Scheduled,Technician-C
MT0006978,AC00533,2026-05-06,Hydraulic Check,High,13,42919,Completed,Technician-C
MT0006979,AC00840,2026-04-15,Engine Inspection,Medium,20,10425,Scheduled,Technician-B
MT0006980,AC00378,2026-06-05,Landing Gear,High,35,46317,Completed,Technician-C
MT0006981,AC00060,2026-04-12,Avionics Inspection,High,55,82208,In Progress,Technician-D
MT0006982,AC00925,2026-02-19,Structural Inspection,Medium,30,83205,Completed,Technician-A
MT0006983,AC00803,2026-03-02,Routine Service,High,26,69403,Completed,Technician-A
MT0006984,AC00765,2026-04-22,Hydraulic Check,Medium,45,47605,In Progress,Technician-B
MT0006985,AC01105,2026-05-04,Landing Gear,Medium,44,42061,Completed,Technician-A
MT0006986,AC00338,2026-07-02,Structural Inspection,Low,47,79832,In Progress,Technician-A
MT0006987,AC00080,2026-03-26,Engine Inspection,Low,20,3431,Completed,Technician-A
MT0006988,AC01061,2026-06-01,Engine Inspection,High,10,69806,In Progress,Technician-B
MT0006989,AC00444,2026-01-17,Avionics Inspection,High,26,60242,Completed,Technician-A
MT0006990,AC00478,2026-06-25,Routine Service,Low,32,8193,Scheduled,Technician-A
MT0006991,AC00807,2026-03-09,Engine Inspection,Medium,22,56743,Completed,Technician-A
MT0006992,AC00183,2026-01-19,Structural Inspection,Low,59,66086,Completed,Technician-B
MT0006993,AC00514,2026-04-10,Routine Service,Low,71,70655,Completed,Technician-C
MT0006994,AC00864,2026-03-29,Engine Inspection,Low,57,18082,Completed,Technician-A
MT0006995,AC00490,2026-06-06,Avionics Inspection,Medium,9,72275,Completed,Technician-D
MT0006996,AC00972,2026-01-11,Routine Service,High,24,578,Scheduled,Technician-D
MT0006997,AC00203,2026-02-08,Landing Gear,Low,67,47724,Completed,Technician-C
MT0006998,AC00835,2026-06-04,Landing Gear,Medium,37,11177,Scheduled,Technician-C
MT0006999,AC00071,2026-02-26,Routine Service,Medium,7,6711,Completed,Technician-C
MT0007000,AC00582,2026-03-13,Routine Service,Critical,65,19725,Completed,Technician-B
MT0007001,AC01185,2026-04-27,Structural Inspection,Low,36,4415,In Progress,Technician-A
MT0007002,AC00669,2026-01-02,Engine Inspection,Medium,60,72296,Completed,Technician-D
MT0007003,AC00970,2026-02-25,Engine Inspection,Low,11,17976,Completed,Technician-C
MT0007004,AC01038,2026-05-31,Routine Service,Low,11,16936,In Progress,Technician-C
MT0007005,AC00879,2026-02-20,Avionics Inspection,Critical,46,38825,Scheduled,Technician-B
MT0007006,AC01138,2026-05-28,Avionics Inspection,Low,39,67851,In Progress,Technician-A
MT0007007,AC00958,2026-01-14,Engine Inspection,Critical,62,58882,Scheduled,Technician-A
MT0007008,AC00352,2026-06-09,Avionics Inspection,Medium,20,43435,Completed,Technician-D
MT0007009,AC00067,2026-06-09,Landing Gear,Medium,44,38503,Scheduled,Technician-A
MT0007010,AC00956,2026-05-23,Avionics Inspection,High,30,82322,Completed,Technician-A
MT0007011,AC00614,2026-03-12,Avionics Inspection,Low,7,78525,In Progress,Technician-B
MT0007012,AC00633,2026-01-19,Hydraulic Check,Low,55,5547,Scheduled,Technician-B
MT0007013,AC00867,2026-02-17,Structural Inspection,Low,4,46388,In Progress,Technician-D
MT0007014,AC00658,2026-06-04,Engine Inspection,High,43,48800,Scheduled,Technician-B
MT0007015,AC01074,2026-03-07,Hydraulic Check,Low,20,46816,Completed,Technician-D
MT0007016,AC00709,2026-06-06,Engine Inspection,Medium,31,71287,Completed,Technician-D
MT0007017,AC01146,2026-06-23,Structural Inspection,Low,13,32103,Completed,Technician-C
MT0007018,AC00274,2026-02-08,Landing Gear,Low,26,49454,Completed,Technician-B
MT0007019,AC00104,2026-01-23,Engine Inspection,Medium,64,81309,In Progress,Technician-B
MT0007020,AC01129,2026-01-09,Avionics Inspection,High,54,26917,In Progress,Technician-B
MT0007021,AC01043,2026-01-19,Engine Inspection,Low,61,56932,In Progress,Technician-A
MT0007022,AC01191,2026-06-19,Routine Service,Medium,50,13964,Completed,Technician-D
MT0007023,AC01128,2026-06-14,Engine Inspection,Medium,49,27685,In Progress,Technician-A
MT0007024,AC01176,2026-03-12,Hydraulic Check,Low,7,24594,Completed,Technician-A
MT0007025,AC00920,2026-03-15,Engine Inspection,Low,60,30356,Scheduled,Technician-B
MT0007026,AC00809,2026-04-09,Structural Inspection,Medium,6,59512,Completed,Technician-B
MT0007027,AC00365,2026-04-13,Avionics Inspection,Medium,62,43518,In Progress,Technician-A
MT0007028,AC00289,2026-05-16,Structural Inspection,Low,8,71949,Completed,Technician-C
MT0007029,AC00748,2026-01-23,Structural Inspection,Medium,17,82360,Scheduled,Technician-A
MT0007030,AC00973,2026-05-06,Engine Inspection,Low,7,70499,In Progress,Technician-D
MT0007031,AC00880,2026-05-11,Hydraulic Check,Low,13,71638,Scheduled,Technician-B
MT0007032,AC01181,2026-03-08,Structural Inspection,Medium,19,72139,In Progress,Technician-D
MT0007033,AC00761,2026-05-19,Structural Inspection,Low,22,28505,Completed,Technician-C
MT0007034,AC00459,2026-06-12,Landing Gear,Low,47,19819,Scheduled,Technician-C
MT0007035,AC01174,2026-01-20,Structural Inspection,High,29,10818,In Progress,Technician-A
MT0007036,AC00190,2026-01-07,Structural Inspection,Low,67,33626,Scheduled,Technician-A
MT0007037,AC00325,2026-02-15,Engine Inspection,Low,21,61055,Scheduled,Technician-C
MT0007038,AC00716,2026-03-01,Hydraulic Check,Medium,42,8371,In Progress,Technician-D
MT0007039,AC00645,2026-02-24,Landing Gear,Low,29,17203,In Progress,Technician-C
MT0007040,AC00427,2026-06-07,Avionics Inspection,High,57,66015,Completed,Technician-D
MT0007041,AC01063,2026-03-14,Landing Gear,Medium,5,42452,Scheduled,Technician-B
MT0007042,AC00904,2026-03-09,Structural Inspection,Medium,25,56497,In Progress,Technician-D
MT0007043,AC00064,2026-04-06,Avionics Inspection,Low,19,61655,Completed,Technician-C
MT0007044,AC00979,2026-02-19,Structural Inspection,Medium,43,73924,Scheduled,Technician-D
MT0007045,AC00093,2026-02-11,Engine Inspection,Low,29,3949,Completed,Technician-C
MT0007046,AC01131,2026-05-26,Landing Gear,Low,34,77113,Scheduled,Technician-D
MT0007047,AC00877,2026-01-01,Structural Inspection,Medium,34,42720,Scheduled,Technician-B
MT0007048,AC01193,2026-03-12,Structural Inspection,High,59,51619,Scheduled,Technician-D
MT0007049,AC00284,2026-05-07,Avionics Inspection,Low,22,30873,In Progress,Technician-C
MT0007050,AC00042,2026-01-14,Structural Inspection,High,29,33845,Scheduled,Technician-C
MT0007051,AC00160,2026-05-24,Routine Service,High,62,11924,Completed,Technician-A
MT0007052,AC01011,2026-04-14,Hydraulic Check,Low,36,78378,In Progress,Technician-C
MT0007053,AC00783,2026-02-04,Landing Gear,Medium,36,55627,Scheduled,Technician-C
MT0007054,AC00778,2026-05-10,Structural Inspection,Low,46,66866,Completed,Technician-A
MT0007055,AC00588,2026-01-21,Engine Inspection,Medium,4,41674,Completed,Technician-D
MT0007056,AC00947,2026-03-05,Avionics Inspection,Medium,7,32757,In Progress,Technician-D
MT0007057,AC00915,2026-05-29,Routine Service,Low,53,81987,Scheduled,Technician-D
MT0007058,AC00723,2026-02-08,Hydraulic Check,Medium,14,70476,Completed,Technician-A
MT0007059,AC00734,2026-04-28,Routine Service,Low,65,17320,Completed,Technician-C
MT0007060,AC01198,2026-05-04,Engine Inspection,Low,41,59620,Completed,Technician-C
MT0007061,AC00824,2026-03-12,Landing Gear,Low,18,72204,Completed,Technician-C
MT0007062,AC00127,2026-02-21,Structural Inspection,High,5,64269,Completed,Technician-A
MT0007063,AC00470,2026-04-10,Engine Inspection,Low,27,72895,Scheduled,Technician-C
MT0007064,AC00857,2026-03-12,Landing Gear,Low,41,34933,Completed,Technician-B
MT0007065,AC00178,2026-03-19,Routine Service,Low,36,14873,In Progress,Technician-B
MT0007066,AC00341,2026-04-04,Landing Gear,Medium,38,65550,Completed,Technician-B
MT0007067,AC00765,2026-01-10,Landing Gear,Medium,44,9504,Scheduled,Technician-D
MT0007068,AC00625,2026-03-10,Engine Inspection,Medium,50,83017,Completed,Technician-D
MT0007069,AC00824,2026-03-01,Landing Gear,Low,72,18988,Completed,Technician-C
MT0007070,AC00325,2026-03-16,Landing Gear,High,39,11399,Completed,Technician-A
MT0007071,AC00053,2026-05-22,Engine Inspection,Medium,33,75253,Completed,Technician-C
MT0007072,AC00420,2026-06-25,Hydraulic Check,Low,24,13167,Completed,Technician-A
MT0007073,AC01091,2026-05-11,Engine Inspection,Low,65,64739,Scheduled,Technician-C
MT0007074,AC00033,2026-02-14,Hydraulic Check,Medium,8,80662,Completed,Technician-D
MT0007075,AC01023,2026-02-27,Landing Gear,Medium,36,7611,Completed,Technician-B
MT0007076,AC00490,2026-01-24,Landing Gear,Low,21,57739,Completed,Technician-C
MT0007077,AC00687,2026-04-12,Routine Service,Medium,48,16364,Scheduled,Technician-D
MT0007078,AC01096,2026-02-05,Routine Service,Low,21,12967,Completed,Technician-D
MT0007079,AC01119,2026-03-03,Landing Gear,Low,25,53209,Scheduled,Technician-B
MT0007080,AC00381,2026-05-25,Landing Gear,Medium,67,37114,Completed,Technician-B
MT0007081,AC01187,2026-03-23,Hydraulic Check,Medium,34,29283,Scheduled,Technician-B
MT0007082,AC00172,2026-05-25,Engine Inspection,Critical,5,4742,Completed,Technician-D
MT0007083,AC00959,2026-01-24,Avionics Inspection,Medium,23,56684,Completed,Technician-B
MT0007084,AC01116,2026-03-23,Routine Service,Low,41,79007,Completed,Technician-D
MT0007085,AC00454,2026-03-13,Structural Inspection,Low,7,78006,Completed,Technician-B
MT0007086,AC01134,2026-01-16,Avionics Inspection,Medium,16,40502,Scheduled,Technician-D
MT0007087,AC00346,2026-01-20,Structural Inspection,Low,72,21587,Completed,Technician-A
MT0007088,AC00902,2026-04-12,Hydraulic Check,Low,38,6565,Completed,Technician-C
MT0007089,AC00355,2026-01-19,Hydraulic Check,Medium,44,52952,Scheduled,Technician-D
MT0007090,AC00650,2026-02-02,Hydraulic Check,Medium,13,45666,In Progress,Technician-C
MT0007091,AC00547,2026-04-25,Avionics Inspection,Critical,11,50552,Completed,Technician-A
MT0007092,AC00939,2026-05-10,Landing Gear,Medium,56,42598,Scheduled,Technician-C
MT0007093,AC00202,2026-06-25,Avionics Inspection,Medium,17,32663,In Progress,Technician-C
MT0007094,AC00100,2026-01-31,Avionics Inspection,High,55,18272,Scheduled,Technician-C
MT0007095,AC00888,2026-01-23,Engine Inspection,Low,64,15719,Completed,Technician-B
MT0007096,AC01024,2026-04-27,Engine Inspection,Low,61,17328,Completed,Technician-A
MT0007097,AC00208,2026-02-01,Structural Inspection,Low,27,28294,Scheduled,Technician-B
MT0007098,AC01102,2026-02-25,Hydraulic Check,Low,20,2794,Completed,Technician-C
MT0007099,AC01057,2026-01-31,Engine Inspection,Medium,54,57787,Completed,Technician-D
MT0007100,AC01095,2026-01-11,Structural Inspection,Medium,5,6080,Completed,Technician-B
MT0007101,AC00700,2026-05-22,Landing Gear,Low,17,36113,Completed,Technician-A
MT0007102,AC00540,2026-01-03,Landing Gear,Medium,50,43462,In Progress,Technician-A
MT0007103,AC00203,2026-02-17,Engine Inspection,Medium,9,47591,In Progress,Technician-A
MT0007104,AC00139,2026-02-17,Routine Service,Low,12,39278,Scheduled,Technician-A
MT0007105,AC00104,2026-02-16,Structural Inspection,Medium,13,56364,Completed,Technician-C
MT0007106,AC00844,2026-03-21,Routine Service,Medium,38,52299,In Progress,Technician-D
MT0007107,AC00126,2026-03-10,Structural Inspection,Low,40,31594,In Progress,Technician-C
MT0007108,AC00754,2026-03-30,Engine Inspection,Low,13,3209,Completed,Technician-B
MT0007109,AC01008,2026-05-21,Engine Inspection,Low,2,10668,Scheduled,Technician-B
MT0007110,AC00181,2026-06-27,Landing Gear,Low,22,81379,In Progress,Technician-B
MT0007111,AC00222,2026-05-28,Landing Gear,Low,24,58028,In Progress,Technician-C
MT0007112,AC00934,2026-01-22,Engine Inspection,Medium,62,35535,Completed,Technician-D
MT0007113,AC01069,2026-05-14,Landing Gear,High,15,50237,Completed,Technician-B
MT0007114,AC00961,2026-03-19,Hydraulic Check,Medium,70,68569,Completed,Technician-A
MT0007115,AC01071,2026-05-31,Engine Inspection,Low,12,50967,In Progress,Technician-D
MT0007116,AC00910,2026-04-06,Landing Gear,Low,49,40318,In Progress,Technician-B
MT0007117,AC00169,2026-01-16,Hydraulic Check,Low,50,23046,Completed,Technician-A
MT0007118,AC00244,2026-05-13,Avionics Inspection,Low,6,48652,Completed,Technician-B
MT0007119,AC00158,2026-01-05,Routine Service,Medium,2,6583,Completed,Technician-C
MT0007120,AC00398,2026-02-01,Avionics Inspection,Low,38,61981,Completed,Technician-A
MT0007121,AC00555,2026-05-02,Landing Gear,Medium,42,62497,Completed,Technician-B
MT0007122,AC00649,2026-03-23,Landing Gear,Low,2,1773,In Progress,Technician-A
MT0007123,AC00209,2026-04-20,Structural Inspection,Low,36,32670,Completed,Technician-B
MT0007124,AC00670,2026-06-15,Hydraulic Check,Low,59,23799,Completed,Technician-B
MT0007125,AC00498,2026-02-08,Engine Inspection,Low,70,64673,Scheduled,Technician-D
MT0007126,AC01146,2026-03-29,Routine Service,High,42,64717,In Progress,Technician-A
MT0007127,AC00184,2026-04-15,Routine Service,Low,50,49853,Completed,Technician-D
MT0007128,AC00841,2026-04-06,Engine Inspection,Critical,29,42910,Scheduled,Technician-C
MT0007129,AC00384,2026-04-04,Landing Gear,Medium,15,7432,Completed,Technician-A
MT0007130,AC00659,2026-04-10,Avionics Inspection,High,63,45414,Scheduled,Technician-D
MT0007131,AC01137,2026-04-04,Landing Gear,Low,13,53430,Completed,Technician-C
MT0007132,AC00298,2026-06-01,Engine Inspection,High,34,60466,In Progress,Technician-B
MT0007133,AC00410,2026-02-13,Engine Inspection,High,41,44237,Completed,Technician-A
MT0007134,AC00089,2026-01-16,Engine Inspection,High,34,7902,Scheduled,Technician-B
MT0007135,AC00627,2026-02-02,Hydraulic Check,Low,8,62060,Scheduled,Technician-D
MT0007136,AC01100,2026-04-25,Routine Service,Low,4,31095,Scheduled,Technician-A
MT0007137,AC01061,2026-06-03,Avionics Inspection,Low,58,56528,Completed,Technician-B
MT0007138,AC00877,2026-03-22,Landing Gear,Low,49,26561,Completed,Technician-A
MT0007139,AC01058,2026-01-21,Routine Service,Low,42,32241,Completed,Technician-A
MT0007140,AC00713,2026-02-19,Avionics Inspection,Medium,6,82514,In Progress,Technician-C
MT0007141,AC01090,2026-01-07,Structural Inspection,Medium,12,9747,Completed,Technician-D
MT0007142,AC00217,2026-03-20,Structural Inspection,Medium,61,29397,In Progress,Technician-C
MT0007143,AC00850,2026-03-14,Structural Inspection,Medium,48,65210,Completed,Technician-B
MT0007144,AC00765,2026-05-08,Structural Inspection,Critical,49,33040,Completed,Technician-D
MT0007145,AC01160,2026-05-14,Landing Gear,High,6,70542,Scheduled,Technician-D
MT0007146,AC00322,2026-06-02,Avionics Inspection,Low,14,9875,Scheduled,Technician-B
MT0007147,AC00832,2026-01-19,Landing Gear,Low,64,3940,Scheduled,Technician-B
MT0007148,AC01135,2026-04-05,Hydraulic Check,Low,25,9629,Completed,Technician-A
MT0007149,AC00252,2026-01-08,Landing Gear,High,34,3726,Completed,Technician-B
MT0007150,AC01148,2026-01-12,Avionics Inspection,Medium,12,25603,Completed,Technician-C
MT0007151,AC01023,2026-02-05,Engine Inspection,Low,51,29959,Scheduled,Technician-C
MT0007152,AC00791,2026-06-26,Structural Inspection,Medium,34,37849,Completed,Technician-C
MT0007153,AC00865,2026-03-12,Hydraulic Check,Low,34,7295,Completed,Technician-A
MT0007154,AC00066,2026-03-02,Routine Service,Medium,57,1039,Completed,Technician-C
MT0007155,AC00341,2026-04-24,Hydraulic Check,Medium,16,14472,Scheduled,Technician-D
MT0007156,AC00528,2026-06-11,Structural Inspection,Low,23,6614,Scheduled,Technician-D
MT0007157,AC00561,2026-05-15,Structural Inspection,Medium,18,6131,In Progress,Technician-B
MT0007158,AC00283,2026-04-13,Routine Service,Medium,7,14917,Completed,Technician-D
MT0007159,AC00350,2026-05-30,Hydraulic Check,Low,33,73372,Completed,Technician-D
MT0007160,AC00943,2026-06-08,Structural Inspection,Low,63,60781,Completed,Technician-D
MT0007161,AC00641,2026-03-25,Avionics Inspection,Medium,24,64885,Completed,Technician-A
MT0007162,AC00384,2026-04-06,Structural Inspection,Medium,56,73806,Completed,Technician-D
MT0007163,AC00005,2026-01-13,Avionics Inspection,High,26,34062,Completed,Technician-A
MT0007164,AC00351,2026-01-25,Routine Service,Medium,12,65240,Completed,Technician-C
MT0007165,AC00903,2026-06-07,Hydraulic Check,Medium,16,10619,In Progress,Technician-C
MT0007166,AC00472,2026-06-11,Engine Inspection,Low,19,40075,Completed,Technician-B
MT0007167,AC00879,2026-03-20,Hydraulic Check,High,25,47278,Scheduled,Technician-B
MT0007168,AC00843,2026-03-16,Routine Service,Low,51,80914,Scheduled,Technician-D
MT0007169,AC00873,2026-01-05,Hydraulic Check,Low,33,30120,Completed,Technician-B
MT0007170,AC01147,2026-02-22,Hydraulic Check,Low,2,37137,Completed,Technician-A
MT0007171,AC01176,2026-04-04,Engine Inspection,Low,43,13865,In Progress,Technician-B
MT0007172,AC00516,2026-01-17,Routine Service,Critical,20,67282,In Progress,Technician-C
MT0007173,AC00816,2026-03-08,Avionics Inspection,Low,43,49119,Completed,Technician-A
MT0007174,AC00339,2026-06-11,Landing Gear,Low,45,4711,Scheduled,Technician-A
MT0007175,AC00515,2026-01-30,Hydraulic Check,Low,38,18078,Scheduled,Technician-C
MT0007176,AC00939,2026-05-27,Structural Inspection,Low,47,54031,Completed,Technician-D
MT0007177,AC00622,2026-02-14,Hydraulic Check,Low,29,46678,In Progress,Technician-B
MT0007178,AC01042,2026-05-05,Routine Service,Medium,17,35678,In Progress,Technician-D
MT0007179,AC00864,2026-02-06,Landing Gear,Medium,3,12056,Completed,Technician-B
MT0007180,AC00812,2026-06-18,Routine Service,High,54,54826,Scheduled,Technician-B
MT0007181,AC00974,2026-06-15,Engine Inspection,Low,14,51942,Scheduled,Technician-D
MT0007182,AC00490,2026-02-23,Hydraulic Check,Low,16,56779,In Progress,Technician-C
MT0007183,AC00045,2026-04-19,Structural Inspection,Medium,62,46447,Scheduled,Technician-D
MT0007184,AC00260,2026-03-09,Routine Service,Low,4,59178,Scheduled,Technician-D
MT0007185,AC00192,2026-03-23,Engine Inspection,Low,29,38070,In Progress,Technician-D
MT0007186,AC00852,2026-03-17,Routine Service,High,5,16872,Completed,Technician-D
MT0007187,AC00289,2026-06-30,Structural Inspection,Low,57,49106,Scheduled,Technician-B
MT0007188,AC00487,2026-02-20,Structural Inspection,Low,35,84922,Completed,Technician-A
MT0007189,AC00909,2026-01-30,Engine Inspection,Medium,16,60311,In Progress,Technician-C
MT0007190,AC01009,2026-02-28,Avionics Inspection,Medium,22,35919,Completed,Technician-B
MT0007191,AC00282,2026-05-20,Landing Gear,Low,51,72671,Scheduled,Technician-A
MT0007192,AC00334,2026-06-24,Engine Inspection,Medium,22,67876,Scheduled,Technician-C
MT0007193,AC00444,2026-01-07,Engine Inspection,Low,18,40099,In Progress,Technician-A
MT0007194,AC00991,2026-03-24,Routine Service,High,50,73054,Completed,Technician-C
MT0007195,AC01126,2026-06-23,Engine Inspection,High,63,21369,Completed,Technician-B
MT0007196,AC00309,2026-02-09,Engine Inspection,Critical,49,58416,Scheduled,Technician-B
MT0007197,AC00284,2026-01-02,Engine Inspection,Low,49,57347,Completed,Technician-A
MT0007198,AC00918,2026-04-23,Avionics Inspection,Low,65,64355,Completed,Technician-A
MT0007199,AC00435,2026-04-01,Landing Gear,High,11,81815,In Progress,Technician-B
MT0007200,AC00514,2026-02-16,Avionics Inspection,Low,16,19740,Scheduled,Technician-D
MT0007201,AC00036,2026-03-28,Engine Inspection,High,41,4296,In Progress,Technician-C
MT0007202,AC00048,2026-01-08,Avionics Inspection,Low,12,3310,Scheduled,Technician-B
MT0007203,AC01025,2026-01-26,Avionics Inspection,Low,49,79880,Scheduled,Technician-A
MT0007204,AC01103,2026-05-22,Hydraulic Check,Medium,38,5303,In Progress,Technician-B
MT0007205,AC00268,2026-04-28,Structural Inspection,Low,68,35150,Scheduled,Technician-C
MT0007206,AC00024,2026-06-01,Engine Inspection,Low,40,11080,In Progress,Technician-D
MT0007207,AC00890,2026-02-13,Hydraulic Check,High,69,57991,In Progress,Technician-B
MT0007208,AC00390,2026-02-18,Avionics Inspection,Medium,39,3692,In Progress,Technician-A
MT0007209,AC00152,2026-06-28,Landing Gear,Low,28,14613,Scheduled,Technician-C
MT0007210,AC01064,2026-03-03,Structural Inspection,Low,49,63163,Completed,Technician-C
MT0007211,AC00498,2026-01-27,Structural Inspection,Medium,56,72931,Completed,Technician-B
MT0007212,AC01015,2026-04-30,Engine Inspection,Low,18,34028,Completed,Technician-B
MT0007213,AC00497,2026-01-15,Hydraulic Check,Low,62,23874,Completed,Technician-C
MT0007214,AC01123,2026-05-07,Routine Service,Medium,8,41444,Completed,Technician-B
MT0007215,AC00730,2026-04-10,Structural Inspection,Low,47,82308,Completed,Technician-A
MT0007216,AC00378,2026-01-23,Engine Inspection,Medium,35,77000,In Progress,Technician-A
MT0007217,AC00717,2026-01-29,Hydraulic Check,Low,57,28942,In Progress,Technician-D
MT0007218,AC01091,2026-01-02,Structural Inspection,Low,41,19554,Scheduled,Technician-B
