incident_id,flight_id,aircraft_id,incident_timestamp,incident_type,severity,resolution_status,airport
IN0004429,FL0012756,AC00645,2026-06-29 20:19:00,Brake Issue,Low,Resolved,SFO
IN0004430,FL0003880,AC00496,2026-03-01 13:50:00,Brake Issue,Medium,Resolved,LHR
IN0004431,FL0002750,AC00187,2026-01-20 13:27:00,Brake Issue,Low,Resolved,SEA
IN0004432,FL0010301,AC01027,2026-05-26 12:25:00,Hydraulic Leak,Critical,Investigating,BLR
IN0004433,FL0006397,AC00231,2026-02-21 12:01:00,Navigation Error,Low,Resolved,DFW
IN0004434,FL0008335,AC00747,2026-03-19 21:59:00,Weather Alert,Low,Resolved,ORD
IN0004435,FL0014787,AC00380,2026-05-29 02:52:00,Hydraulic Leak,High,Closed,LAX
IN0004436,FL0012688,AC00728,2026-01-13 20:00:00,Navigation Error,Medium,Investigating,LHR
IN0004437,FL0003355,AC00784,2026-06-16 01:50:00,Brake Issue,Low,Resolved,SFO
IN0004438,FL0006829,AC00156,2026-04-23 02:28:00,Weather Alert,High,Closed,MIA
IN0004439,FL0005262,AC01144,2026-01-30 05:55:00,Hydraulic Leak,Low,Investigating,SIN
IN0004440,FL0009586,AC00198,2026-03-13 14:21:00,Bird Strike,Medium,Resolved,BOS
IN0004441,FL0009028,AC00691,2026-03-09 12:20:00,Navigation Error,Low,Closed,SEA
IN0004442,FL0010103,AC00512,2026-05-19 01:18:00,Brake Issue,Medium,Closed,LHR
IN0004443,FL0013597,AC01035,2026-01-20 14:30:00,Hydraulic Leak,Medium,Investigating,ATL
IN0004444,FL0010250,AC01137,2026-02-25 00:25:00,Navigation Error,Medium,Investigating,JFK
IN0004445,FL0010284,AC00067,2026-04-29 22:05:00,Turbulence,Low,Closed,JFK
IN0004446,FL0009571,AC00987,2026-04-20 20:43:00,Engine Alert,Medium,Resolved,DFW
IN0004447,FL0005496,AC00093,2026-01-21 08:49:00,Brake Issue,Medium,Resolved,BOS
IN0004448,FL0006859,AC00313,2026-06-05 04:57:00,Bird Strike,High,Open,BOS
IN0004449,FL0006966,AC00051,2026-04-19 04:24:00,Brake Issue,Low,Open,DXB
IN0004450,FL0000877,AC00556,2026-02-21 18:21:00,Engine Alert,Medium,Closed,DEL
IN0004451,FL0013502,AC00363,2026-02-27 19:25:00,Engine Alert,Medium,Open,ORD
IN0004452,FL0008570,AC00367,2026-03-23 19:23:00,Brake Issue,Low,Resolved,DEL
IN0004453,FL0007008,AC00272,2026-05-25 22:12:00,Hydraulic Leak,Medium,Investigating,SEA
IN0004454,FL0011683,AC00555,2026-01-14 20:13:00,Navigation Error,Low,Open,BLR
IN0004455,FL0000099,AC00159,2026-01-29 09:54:00,Brake Issue,Low,Resolved,SFO
IN0004456,FL0008194,AC00331,2026-04-29 10:51:00,Navigation Error,Low,Open,ATL
IN0004457,FL0008778,AC00693,2026-02-12 04:23:00,Weather Alert,Low,Resolved,SFO
IN0004458,FL0002270,AC00194,2026-04-28 05:03:00,Brake Issue,Medium,Closed,DFW
IN0004459,FL0009327,AC00796,2026-03-17 19:22:00,Navigation Error,Low,Open,LAX
IN0004460,FL0009007,AC00178,2026-04-14 06:27:00,Brake Issue,Medium,Investigating,DFW
IN0004461,FL0001154,AC00020,2026-04-07 07:12:00,Turbulence,Critical,Investigating,LHR
IN0004462,FL0009540,AC00495,2026-03-24 06:00:00,Weather Alert,Low,Open,MIA
IN0004463,FL0007786,AC01067,2026-05-18 14:08:00,Bird Strike,Critical,Open,SEA
IN0004464,FL0004432,AC00607,2026-01-04 01:55:00,Navigation Error,Low,Open,LHR
IN0004465,FL0007405,AC01111,2026-01-13 19:16:00,Navigation Error,High,Open,DEN
IN0004466,FL0004501,AC00047,2026-05-23 02:41:00,Navigation Error,Low,Open,DEL
IN0004467,FL0004002,AC01155,2026-04-27 04:08:00,Navigation Error,Medium,Open,DEL
IN0004468,FL0008198,AC00157,2026-02-24 18:10:00,Navigation Error,Low,Investigating,ORD
IN0004469,FL0004441,AC00527,2026-06-16 08:35:00,Turbulence,Low,Resolved,DXB
IN0004470,FL0000798,AC00239,2026-02-08 00:36:00,Turbulence,Critical,Resolved,LHR
IN0004471,FL0014853,AC00101,2026-05-23 01:26:00,Turbulence,Low,Investigating,SFO
IN0004472,FL0001001,AC00476,2026-06-01 14:48:00,Bird Strike,High,Closed,DFW
IN0004473,FL0004791,AC00122,2026-02-11 09:00:00,Navigation Error,Critical,Investigating,SFO
IN0004474,FL0001056,AC00042,2026-06-23 11:13:00,Turbulence,Low,Closed,JFK
IN0004475,FL0012568,AC00806,2026-04-11 01:54:00,Weather Alert,Low,Resolved,DEL
IN0004476,FL0002310,AC00315,2026-03-24 01:58:00,Weather Alert,Medium,Closed,DXB
IN0004477,FL0013067,AC00783,2026-01-23 05:48:00,Hydraulic Leak,High,Investigating,MIA
IN0004478,FL0010100,AC00132,2026-03-23 17:58:00,Weather Alert,Low,Resolved,DEN
IN0004479,FL0006812,AC00998,2026-04-17 15:44:00,Bird Strike,High,Investigating,DFW
IN0004480,FL0013265,AC00528,2026-03-16 12:58:00,Hydraulic Leak,Medium,Resolved,DEN
IN0004481,FL0006858,AC01022,2026-01-22 18:41:00,Navigation Error,Medium,Resolved,DEN
IN0004482,FL0009218,AC00916,2026-04-08 16:56:00,Weather Alert,High,Resolved,LAX
IN0004483,FL0001918,AC00530,2026-06-29 09:40:00,Weather Alert,Medium,Resolved,LHR
IN0004484,FL0002656,AC00858,2026-06-12 20:45:00,Brake Issue,High,Resolved,BLR
IN0004485,FL0009811,AC00107,2026-06-15 06:58:00,Turbulence,Low,Closed,DFW
IN0004486,FL0011630,AC00702,2026-03-15 23:05:00,Weather Alert,Low,Investigating,JFK
IN0004487,FL0010182,AC00945,2026-04-07 06:49:00,Weather Alert,Medium,Closed,BOS
IN0004488,FL0011139,AC00397,2026-01-01 06:59:00,Weather Alert,Medium,Closed,LAX
IN0004489,FL0006290,AC01128,2026-04-03 14:15:00,Brake Issue,High,Investigating,MIA
IN0004490,FL0008051,AC01180,2026-03-03 06:15:00,Hydraulic Leak,Low,Resolved,LHR
IN0004491,FL0013663,AC00438,2026-04-12 07:36:00,Weather Alert,Medium,Investigating,SIN
IN0004492,FL0003117,AC00155,2026-06-05 05:04:00,Engine Alert,High,Resolved,DEN
IN0004493,FL0011075,AC01145,2026-05-19 00:27:00,Bird Strike,Low,Open,DEN
IN0004494,FL0001850,AC00604,2026-04-26 21:51:00,Brake Issue,Low,Resolved,DEN
IN0004495,FL0003376,AC00527,2026-04-25 12:29:00,Navigation Error,Medium,Resolved,DXB
IN0004496,FL0013128,AC01165,2026-03-22 05:21:00,Hydraulic Leak,Low,Resolved,JFK
IN0004497,FL0001942,AC00887,2026-03-21 07:03:00,Engine Alert,Low,Investigating,LHR
IN0004498,FL0010024,AC00820,2026-01-09 08:24:00,Brake Issue,Low,Closed,SFO
IN0004499,FL0008639,AC00809,2026-06-15 04:37:00,Turbulence,Low,Investigating,DFW
IN0004500,FL0013083,AC00659,2026-04-20 14:40:00,Hydraulic Leak,Low,Resolved,LHR
IN0004501,FL0006656,AC00114,2026-03-12 06:36:00,Brake Issue,Low,Open,MIA
IN0004502,FL0005628,AC00860,2026-06-22 13:28:00,Weather Alert,Low,Open,LAX
IN0004503,FL0003093,AC00107,2026-06-26 07:55:00,Hydraulic Leak,Low,Open,JFK
IN0004504,FL0009805,AC00405,2026-05-20 12:30:00,Brake Issue,Low,Open,BOS
IN0004505,FL0008243,AC00262,2026-04-12 23:31:00,Weather Alert,Low,Investigating,SEA
IN0004506,FL0007678,AC00182,2026-04-23 23:45:00,Engine Alert,Low,Closed,ORD
IN0004507,FL0011644,AC01051,2026-03-29 02:48:00,Turbulence,Low,Closed,LAX
IN0004508,FL0014635,AC00811,2026-05-19 10:28:00,Turbulence,Medium,Investigating,DXB
IN0004509,FL0004661,AC01022,2026-03-28 00:29:00,Bird Strike,Medium,Resolved,SIN
IN0004510,FL0004435,AC00561,2026-01-19 12:22:00,Turbulence,Medium,Investigating,DEN
IN0004511,FL0012875,AC00775,2026-04-10 20:45:00,Navigation Error,Low,Resolved,DFW
IN0004512,FL0007670,AC00619,2026-05-19 10:07:00,Brake Issue,Medium,Investigating,DEN
IN0004513,FL0012292,AC00305,2026-03-09 04:31:00,Brake Issue,High,Closed,JFK
IN0004514,FL0003802,AC00718,2026-04-15 17:12:00,Weather Alert,Low,Open,SIN
IN0004515,FL0002479,AC00263,2026-06-09 23:48:00,Navigation Error,Low,Investigating,SIN
IN0004516,FL0005786,AC00898,2026-01-12 10:24:00,Brake Issue,Medium,Resolved,DEL
IN0004517,FL0013002,AC00374,2026-02-05 13:38:00,Engine Alert,Low,Resolved,DEL
IN0004518,FL0013396,AC00955,2026-05-11 03:09:00,Bird Strike,Low,Resolved,ORD
IN0004519,FL0011872,AC00415,2026-04-23 19:30:00,Navigation Error,High,Closed,LHR
IN0004520,FL0014021,AC00009,2026-05-07 21:38:00,Engine Alert,Medium,Open,LAX
IN0004521,FL0000102,AC01200,2026-03-08 01:59:00,Bird Strike,Low,Open,ORD
IN0004522,FL0009095,AC00814,2026-03-12 15:34:00,Brake Issue,Medium,Open,LAX
IN0004523,FL0005886,AC00572,2026-05-15 02:46:00,Brake Issue,Medium,Resolved,JFK
IN0004524,FL0002126,AC00436,2026-01-20 13:24:00,Bird Strike,Low,Closed,DXB
IN0004525,FL0004903,AC01113,2026-06-01 17:19:00,Navigation Error,Low,Resolved,MIA
IN0004526,FL0006858,AC00657,2026-02-13 07:06:00,Hydraulic Leak,High,Resolved,DEL
IN0004527,FL0003285,AC01137,2026-02-03 21:30:00,Bird Strike,Low,Investigating,LAX
IN0004528,FL0005970,AC00038,2026-06-18 05:44:00,Navigation Error,High,Resolved,ATL
IN0004529,FL0004025,AC00945,2026-05-22 13:03:00,Engine Alert,High,Closed,ORD
IN0004530,FL0008455,AC00476,2026-04-23 14:53:00,Weather Alert,Low,Resolved,DFW
IN0004531,FL0001589,AC00580,2026-05-26 16:11:00,Brake Issue,High,Open,MIA
IN0004532,FL0001896,AC00140,2026-02-15 09:24:00,Brake Issue,Low,Resolved,DFW
IN0004533,FL0011061,AC00186,2026-04-04 04:07:00,Weather Alert,Low,Investigating,LHR
IN0004534,FL0004929,AC00615,2026-03-23 06:39:00,Navigation Error,Low,Closed,MIA
IN0004535,FL0010395,AC00227,2026-03-09 06:33:00,Brake Issue,Medium,Closed,ORD
IN0004536,FL0007452,AC00661,2026-06-09 00:41:00,Navigation Error,Medium,Investigating,JFK
IN0004537,FL0000676,AC00812,2026-06-09 03:07:00,Brake Issue,Medium,Investigating,SEA
IN0004538,FL0006786,AC00769,2026-03-04 07:40:00,Bird Strike,Medium,Resolved,DFW
IN0004539,FL0014619,AC00708,2026-05-04 18:38:00,Weather Alert,Medium,Investigating,JFK
IN0004540,FL0006586,AC00693,2026-04-10 09:02:00,Navigation Error,High,Open,DEN
IN0004541,FL0000095,AC01048,2026-06-06 20:11:00,Navigation Error,High,Closed,DXB
IN0004542,FL0006537,AC00605,2026-04-25 00:54:00,Engine Alert,Low,Open,DEN
IN0004543,FL0011463,AC00306,2026-05-08 09:52:00,Hydraulic Leak,Low,Investigating,JFK
IN0004544,FL0005374,AC00662,2026-05-15 23:50:00,Brake Issue,High,Resolved,ORD
IN0004545,FL0003120,AC00049,2026-06-12 12:08:00,Weather Alert,High,Open,LAX
IN0004546,FL0011244,AC01013,2026-01-25 20:29:00,Weather Alert,Low,Investigating,SEA
IN0004547,FL0012414,AC00627,2026-03-05 23:08:00,Engine Alert,Low,Open,SEA
IN0004548,FL0012862,AC00713,2026-02-19 08:01:00,Turbulence,Low,Open,LHR
IN0004549,FL0000617,AC00934,2026-03-30 19:50:00,Navigation Error,Medium,Closed,DFW
IN0004550,FL0004912,AC00500,2026-02-11 01:47:00,Bird Strike,Low,Open,LHR
IN0004551,FL0011718,AC00821,2026-04-10 12:19:00,Turbulence,Medium,Open,SEA
IN0004552,FL0013405,AC00014,2026-05-02 16:37:00,Weather Alert,High,Closed,DXB
IN0004553,FL0009734,AC00694,2026-04-14 13:38:00,Weather Alert,Medium,Open,SIN
IN0004554,FL0014569,AC00831,2026-06-26 08:00:00,Navigation Error,Low,Resolved,SEA
IN0004555,FL0013691,AC00384,2026-05-29 07:14:00,Brake Issue,Low,Investigating,LHR
IN0004556,FL0003995,AC00942,2026-02-05 14:57:00,Hydraulic Leak,Low,Open,LAX
IN0004557,FL0013441,AC00319,2026-02-22 06:59:00,Hydraulic Leak,Medium,Open,BLR
IN0004558,FL0009304,AC00506,2026-03-17 12:24:00,Turbulence,High,Resolved,ATL
IN0004559,FL0005925,AC00364,2026-06-30 19:41:00,Engine Alert,Low,Resolved,LHR
IN0004560,FL0013780,AC00722,2026-04-12 20:01:00,Engine Alert,Medium,Investigating,LHR
IN0004561,FL0005251,AC00640,2026-05-11 03:40:00,Bird Strike,Medium,Closed,LHR
IN0004562,FL0009068,AC00047,2026-05-06 17:58:00,Navigation Error,Medium,Open,SFO
IN0004563,FL0010216,AC00831,2026-04-04 02:48:00,Turbulence,Low,Closed,BLR
IN0004564,FL0004023,AC00842,2026-01-04 11:36:00,Weather Alert,Medium,Resolved,DXB
IN0004565,FL0001215,AC01146,2026-01-10 02:55:00,Brake Issue,Low,Resolved,LAX
IN0004566,FL0000092,AC00928,2026-05-02 18:32:00,Bird Strike,High,Resolved,SFO
IN0004567,FL0006876,AC00571,2026-03-12 17:32:00,Bird Strike,Low,Closed,ORD
IN0004568,FL0014176,AC00837,2026-02-05 16:50:00,Turbulence,Low,Open,LHR
IN0004569,FL0012556,AC00011,2026-06-30 03:26:00,Navigation Error,Low,Investigating,DFW
IN0004570,FL0009647,AC00307,2026-05-05 23:27:00,Bird Strike,Low,Open,LAX
IN0004571,FL0013910,AC00945,2026-01-11 19:39:00,Hydraulic Leak,Medium,Open,MIA
IN0004572,FL0000967,AC01183,2026-06-27 11:51:00,Engine Alert,Low,Resolved,LHR
IN0004573,FL0000864,AC00333,2026-02-22 07:17:00,Bird Strike,Low,Resolved,DXB
IN0004574,FL0013772,AC00177,2026-01-28 00:10:00,Brake Issue,Low,Open,DFW
IN0004575,FL0005964,AC00958,2026-01-16 15:14:00,Brake Issue,Critical,Open,LHR
IN0004576,FL0001680,AC00490,2026-04-06 09:47:00,Brake Issue,High,Resolved,ORD
IN0004577,FL0003186,AC00310,2026-06-14 19:48:00,Brake Issue,High,Investigating,SFO
IN0004578,FL0014198,AC00949,2026-04-04 06:26:00,Engine Alert,Low,Open,LAX
IN0004579,FL0010789,AC00952,2026-04-27 21:42:00,Brake Issue,Medium,Investigating,SEA
IN0004580,FL0000175,AC00986,2026-05-15 18:15:00,Brake Issue,High,Resolved,BOS
IN0004581,FL0006677,AC00858,2026-04-10 19:44:00,Engine Alert,Medium,Investigating,DXB
IN0004582,FL0008813,AC00104,2026-02-26 15:35:00,Navigation Error,Medium,Investigating,DEL
IN0004583,FL0000863,AC00763,2026-03-06 06:30:00,Weather Alert,High,Resolved,SIN
IN0004584,FL0009230,AC01152,2026-03-03 01:12:00,Weather Alert,Low,Investigating,DEL
IN0004585,FL0011622,AC00189,2026-03-24 06:05:00,Engine Alert,Critical,Investigating,SFO
IN0004586,FL0010027,AC00127,2026-02-14 11:26:00,Turbulence,Critical,Open,LAX
IN0004587,FL0013163,AC00535,2026-06-14 06:21:00,Turbulence,Low,Investigating,SIN
IN0004588,FL0001519,AC00927,2026-06-26 01:12:00,Brake Issue,Medium,Investigating,DEN
IN0004589,FL0010443,AC00381,2026-06-28 22:25:00,Hydraulic Leak,High,Investigating,DEN
IN0004590,FL0000863,AC00121,2026-05-01 21:10:00,Brake Issue,Low,Open,LHR
IN0004591,FL0014424,AC01076,2026-06-09 08:45:00,Hydraulic Leak,Medium,Investigating,MIA
IN0004592,FL0007908,AC00206,2026-01-12 14:46:00,Engine Alert,Low,Closed,MIA
IN0004593,FL0010422,AC00699,2026-01-23 14:14:00,Weather Alert,Medium,Resolved,DFW
IN0004594,FL0000726,AC00075,2026-06-25 09:49:00,Brake Issue,Low,Open,DEN
IN0004595,FL0008360,AC00878,2026-06-05 04:28:00,Engine Alert,Low,Investigating,LHR
IN0004596,FL0012313,AC00853,2026-04-22 12:56:00,Weather Alert,Low,Open,DFW
IN0004597,FL0008144,AC00571,2026-04-08 09:28:00,Turbulence,Medium,Investigating,DXB
IN0004598,FL0006989,AC00486,2026-03-25 15:15:00,Turbulence,High,Closed,DEN
IN0004599,FL0008854,AC00775,2026-06-22 22:24:00,Bird Strike,Low,Resolved,DEN
IN0004600,FL0004099,AC01165,2026-02-10 23:19:00,Weather Alert,High,Open,DFW
IN0004601,FL0002127,AC00821,2026-03-21 06:27:00,Turbulence,Low,Closed,BOS
IN0004602,FL0000641,AC00698,2026-06-20 04:54:00,Navigation Error,Low,Closed,SFO
IN0004603,FL0013863,AC00823,2026-05-26 15:20:00,Turbulence,Low,Resolved,ORD
IN0004604,FL0010122,AC00413,2026-04-08 02:22:00,Navigation Error,Low,Open,BLR
IN0004605,FL0007752,AC00137,2026-06-10 03:04:00,Engine Alert,High,Open,SIN
IN0004606,FL0014419,AC00774,2026-06-18 14:30:00,Engine Alert,Medium,Open,ORD
IN0004607,FL0008029,AC00617,2026-03-05 04:03:00,Weather Alert,Critical,Closed,LAX
IN0004608,FL0006749,AC00464,2026-04-12 17:59:00,Bird Strike,Low,Closed,SEA
IN0004609,FL0008658,AC00007,2026-05-30 18:20:00,Engine Alert,Low,Investigating,DEN
IN0004610,FL0011422,AC00889,2026-03-21 04:05:00,Weather Alert,High,Resolved,SFO
IN0004611,FL0005147,AC00287,2026-01-07 08:09:00,Turbulence,High,Closed,BOS
IN0004612,FL0011863,AC00508,2026-06-28 22:26:00,Bird Strike,High,Closed,SEA
IN0004613,FL0002628,AC00950,2026-02-26 15:40:00,Navigation Error,Low,Investigating,ATL
IN0004614,FL0001625,AC00596,2026-03-19 08:04:00,Weather Alert,Medium,Open,LHR
IN0004615,FL0007303,AC00839,2026-01-03 12:54:00,Hydraulic Leak,High,Open,SIN
IN0004616,FL0013651,AC00139,2026-02-26 04:32:00,Turbulence,Low,Resolved,DXB
IN0004617,FL0001762,AC00023,2026-02-19 20:19:00,Brake Issue,Low,Resolved,BOS
IN0004618,FL0007194,AC00285,2026-03-23 15:48:00,Weather Alert,Medium,Investigating,LHR
IN0004619,FL0013661,AC01156,2026-04-24 12:04:00,Weather Alert,Low,Open,DEL
IN0004620,FL0003775,AC01176,2026-05-13 09:56:00,Weather Alert,Medium,Open,ORD
IN0004621,FL0001744,AC00613,2026-02-02 07:10:00,Bird Strike,Medium,Open,JFK
IN0004622,FL0012030,AC00556,2026-02-01 10:03:00,Bird Strike,High,Closed,DEN
IN0004623,FL0014726,AC01075,2026-04-18 12:14:00,Engine Alert,Medium,Closed,ATL
IN0004624,FL0001442,AC00829,2026-01-14 21:20:00,Hydraulic Leak,High,Closed,DXB
IN0004625,FL0003358,AC00128,2026-05-11 04:16:00,Bird Strike,Low,Closed,MIA
IN0004626,FL0006252,AC00968,2026-06-18 13:17:00,Brake Issue,Low,Investigating,DEN
IN0004627,FL0001164,AC01132,2026-05-10 23:16:00,Brake Issue,Low,Closed,ATL
IN0004628,FL0008193,AC01117,2026-02-15 20:19:00,Turbulence,Low,Closed,SIN
IN0004629,FL0003632,AC00561,2026-05-11 16:54:00,Weather Alert,Low,Investigating,BOS
IN0004630,FL0009463,AC01084,2026-02-21 03:14:00,Turbulence,Low,Investigating,DEL
IN0004631,FL0003628,AC01004,2026-06-08 23:24:00,Weather Alert,High,Investigating,SEA
IN0004632,FL0006859,AC01144,2026-04-19 15:31:00,Weather Alert,High,Closed,BOS
IN0004633,FL0010115,AC01112,2026-06-04 15:33:00,Hydraulic Leak,Low,Open,ORD
IN0004634,FL0013031,AC00565,2026-05-25 07:13:00,Turbulence,Low,Closed,DFW
IN0004635,FL0012020,AC01114,2026-05-09 02:49:00,Bird Strike,Medium,Resolved,DFW
IN0004636,FL0009480,AC00113,2026-02-01 00:27:00,Brake Issue,Low,Investigating,BOS
IN0004637,FL0014123,AC01139,2026-01-24 17:58:00,Brake Issue,Low,Resolved,BLR
IN0004638,FL0011845,AC00652,2026-01-02 11:33:00,Weather Alert,Medium,Investigating,JFK
IN0004639,FL0003762,AC00012,2026-05-14 13:48:00,Weather Alert,Low,Closed,DFW
IN0004640,FL0006371,AC00820,2026-04-04 21:11:00,Hydraulic Leak,Low,Open,MIA
IN0004641,FL0000736,AC00007,2026-04-24 09:14:00,Engine Alert,Low,Open,LHR
IN0004642,FL0005574,AC00228,2026-05-09 05:20:00,Navigation Error,Medium,Closed,DEN
IN0004643,FL0001331,AC00265,2026-01-09 03:43:00,Navigation Error,Low,Open,SFO
IN0004644,FL0002292,AC01020,2026-06-18 11:09:00,Bird Strike,Low,Resolved,DEL
IN0004645,FL0007515,AC00973,2026-01-03 01:42:00,Brake Issue,Low,Open,LHR
IN0004646,FL0002199,AC00552,2026-02-08 07:13:00,Weather Alert,High,Open,ATL
IN0004647,FL0014150,AC00058,2026-03-25 17:46:00,Hydraulic Leak,High,Open,DEL
IN0004648,FL0006936,AC00115,2026-02-06 23:04:00,Bird Strike,Low,Resolved,LHR
IN0004649,FL0012105,AC00662,2026-03-20 10:07:00,Turbulence,High,Open,SEA
IN0004650,FL0005416,AC00924,2026-03-19 09:22:00,Navigation Error,Medium,Closed,MIA
IN0004651,FL0001011,AC00749,2026-05-16 05:20:00,Engine Alert,Medium,Closed,DEN
IN0004652,FL0000187,AC00808,2026-03-21 08:28:00,Navigation Error,Low,Resolved,DEN
IN0004653,FL0004305,AC00942,2026-01-19 11:51:00,Navigation Error,Low,Open,BOS
IN0004654,FL0001459,AC00060,2026-02-03 15:03:00,Engine Alert,Medium,Resolved,LHR
IN0004655,FL0014045,AC00052,2026-06-22 04:29:00,Navigation Error,Medium,Resolved,JFK
IN0004656,FL0011689,AC00997,2026-05-25 18:37:00,Turbulence,Low,Investigating,BOS
IN0004657,FL0010399,AC00267,2026-04-12 15:10:00,Navigation Error,Low,Investigating,LHR
IN0004658,FL0011029,AC01062,2026-04-07 15:34:00,Brake Issue,Low,Investigating,SFO
IN0004659,FL0002164,AC00763,2026-05-04 20:03:00,Brake Issue,High,Resolved,JFK
IN0004660,FL0001181,AC00734,2026-06-13 12:11:00,Weather Alert,Medium,Resolved,DXB
IN0004661,FL0001477,AC00285,2026-01-10 08:02:00,Weather Alert,Medium,Resolved,BOS
IN0004662,FL0012581,AC00802,2026-06-22 11:03:00,Bird Strike,Medium,Closed,DFW
IN0004663,FL0007865,AC00884,2026-03-12 04:29:00,Navigation Error,Medium,Investigating,DEN
IN0004664,FL0001696,AC00392,2026-06-26 16:33:00,Brake Issue,Medium,Closed,DXB
IN0004665,FL0011971,AC00684,2026-01-06 15:38:00,Navigation Error,Low,Resolved,SIN
IN0004666,FL0012137,AC00624,2026-05-24 07:03:00,Weather Alert,Low,Investigating,SEA
IN0004667,FL0007502,AC01041,2026-01-21 13:29:00,Engine Alert,Low,Resolved,BOS
IN0004668,FL0004379,AC00182,2026-06-08 05:48:00,Bird Strike,Medium,Resolved,DEL
IN0004669,FL0008805,AC00046,2026-03-11 01:03:00,Bird Strike,Low,Closed,ATL
IN0004670,FL0009181,AC00363,2026-02-05 07:53:00,Navigation Error,Medium,Resolved,LHR
IN0004671,FL0002062,AC00702,2026-03-14 08:30:00,Bird Strike,Medium,Open,MIA
IN0004672,FL0006267,AC00645,2026-06-10 17:26:00,Hydraulic Leak,Medium,Resolved,BLR
IN0004673,FL0009202,AC00746,2026-04-22 08:04:00,Engine Alert,High,Closed,DFW
IN0004674,FL0008819,AC00722,2026-01-24 00:34:00,Weather Alert,High,Resolved,ATL
IN0004675,FL0007429,AC01149,2026-02-03 08:13:00,Weather Alert,Low,Investigating,BOS
IN0004676,FL0002445,AC00478,2026-05-05 09:02:00,Engine Alert,High,Resolved,MIA
IN0004677,FL0013789,AC00676,2026-06-14 20:09:00,Engine Alert,Low,Resolved,ATL
IN0004678,FL0014008,AC01095,2026-03-13 06:50:00,Bird Strike,High,Open,LAX
IN0004679,FL0012274,AC00815,2026-02-17 04:02:00,Bird Strike,Medium,Open,SEA
IN0004680,FL0005186,AC01029,2026-02-20 09:40:00,Hydraulic Leak,Medium,Resolved,ATL
IN0004681,FL0014474,AC00501,2026-04-12 08:45:00,Turbulence,Low,Open,LHR
IN0004682,FL0014624,AC00441,2026-05-23 14:10:00,Navigation Error,Low,Resolved,BLR
IN0004683,FL0012590,AC00460,2026-04-26 14:43:00,Weather Alert,High,Open,DEN
IN0004684,FL0007209,AC00153,2026-03-21 00:23:00,Brake Issue,Medium,Investigating,ATL
IN0004685,FL0010796,AC00113,2026-05-09 11:33:00,Hydraulic Leak,Low,Open,ORD
IN0004686,FL0007186,AC00264,2026-05-27 19:56:00,Engine Alert,Low,Investigating,JFK
IN0004687,FL0014807,AC00006,2026-06-10 04:46:00,Brake Issue,High,Investigating,SEA
IN0004688,FL0007292,AC01154,2026-04-11 17:21:00,Brake Issue,Low,Open,DEN
IN0004689,FL0014023,AC00612,2026-03-01 10:52:00,Engine Alert,Low,Open,BLR
IN0004690,FL0010748,AC00499,2026-05-08 04:35:00,Hydraulic Leak,Low,Open,BOS
IN0004691,FL0011159,AC00771,2026-01-17 21:20:00,Turbulence,Low,Closed,DEL
IN0004692,FL0003085,AC00001,2026-03-17 05:11:00,Bird Strike,Low,Closed,SEA
IN0004693,FL0011588,AC01135,2026-04-20 16:30:00,Engine Alert,Medium,Resolved,MIA
IN0004694,FL0003423,AC00323,2026-01-06 05:44:00,Weather Alert,Medium,Investigating,MIA
IN0004695,FL0012393,AC00100,2026-03-08 14:34:00,Weather Alert,High,Resolved,SFO
IN0004696,FL0004028,AC00088,2026-02-03 20:30:00,Hydraulic Leak,Low,Investigating,BLR
IN0004697,FL0013640,AC00621,2026-02-18 20:57:00,Hydraulic Leak,Medium,Closed,JFK
IN0004698,FL0008858,AC00955,2026-05-29 09:01:00,Brake Issue,Low,Open,LHR
IN0004699,FL0014968,AC00409,2026-04-17 02:27:00,Bird Strike,High,Open,BOS
IN0004700,FL0002405,AC00060,2026-04-20 10:41:00,Hydraulic Leak,Low,Open,BOS
IN0004701,FL0012611,AC00374,2026-04-13 21:51:00,Weather Alert,Medium,Investigating,BLR
IN0004702,FL0011920,AC00259,2026-06-03 08:11:00,Weather Alert,Low,Open,LHR
IN0004703,FL0009029,AC00188,2026-06-29 19:43:00,Engine Alert,Medium,Open,BLR
IN0004704,FL0012172,AC00677,2026-01-16 13:52:00,Turbulence,Medium,Resolved,LAX
IN0004705,FL0009236,AC01048,2026-06-08 05:42:00,Hydraulic Leak,Low,Investigating,DEN
IN0004706,FL0009370,AC00141,2026-06-28 00:31:00,Turbulence,Medium,Open,DFW
IN0004707,FL0010579,AC01168,2026-03-11 16:33:00,Turbulence,Low,Investigating,DXB
IN0004708,FL0011460,AC00725,2026-03-10 08:34:00,Bird Strike,Medium,Resolved,MIA
IN0004709,FL0009225,AC00542,2026-06-21 11:58:00,Bird Strike,Medium,Resolved,BLR
IN0004710,FL0008521,AC00452,2026-06-14 13:03:00,Engine Alert,Medium,Resolved,JFK
IN0004711,FL0000997,AC00643,2026-04-18 13:28:00,Turbulence,Low,Investigating,SIN
IN0004712,FL0001928,AC00420,2026-02-15 05:48:00,Weather Alert,High,Investigating,DXB
IN0004713,FL0001841,AC00404,2026-05-31 02:30:00,Brake Issue,Medium,Investigating,ORD
IN0004714,FL0006397,AC00279,2026-05-01 16:06:00,Turbulence,Low,Investigating,SEA
IN0004715,FL0001875,AC00580,2026-05-11 11:31:00,Navigation Error,Medium,Open,LAX
